ngay,doanhthu
2022-08-25,29.59
2022-08-26,40.43
2022-08-27,62.65
2022-08-28,51.0
2022-08-29,27.02
2022-08-30,28.06
2022-08-31,28.48
2022-09-01,29.7
2022-09-02,40.63
2022-09-03,62.94
2022-09-04,51.37
2022-09-05,27.47
2022-09-06,28.59
2022-09-07,29.09
2022-09-08,30.38
2022-09-09,41.39
2022-09-10,63.77
2022-09-11,52.27
2022-09-12,28.44
2022-09-13,29.61
2022-09-14,30.17
2022-09-15,31.51
2022-09-16,42.56
2022-09-17,64.98
2022-09-18,53.51
2022-09-19,29.71
2022-09-20,30.91
2022-09-21,31.49
2022-09-22,32.84
2022-09-23,43.9
2022-09-24,66.32
2022-09-25,54.85
2022-09-26,31.04
2022-09-27,32.23
2022-09-28,32.78
2022-09-29,34.11
2022-09-30,45.14
2022-10-01,67.53
2022-10-02,56.02
2022-10-03,32.17
2022-10-04,33.31
2022-10-05,33.82
2022-10-06,35.09
2022-10-07,46.07
2022-10-08,68.4
2022-10-09,56.82
2022-10-10,32.91
2022-10-11,33.99
2022-10-12,34.43
2022-10-13,35.63
2022-10-14,46.54
2022-10-15,68.8
2022-10-16,57.16
2022-10-17,33.18
2022-10-18,34.18
2022-10-19,34.55
2022-10-20,35.7
2022-10-21,46.54
2022-10-22,68.74
2022-10-23,57.04
2022-10-24,33.0
2022-10-25,33.95
2022-10-26,34.27
2022-10-27,35.37
2022-10-28,46.16
2022-10-29,68.32
2022-10-30,56.59
2022-10-31,32.52
2022-11-01,33.44
2022-11-02,33.74
2022-11-03,34.82
2022-11-04,45.61
2022-11-05,67.76
2022-11-06,56.02
2022-11-07,31.95
2022-11-08,32.88
2022-11-09,33.19
2022-11-10,34.29
2022-11-11,45.09
2022-11-12,67.27
2022-11-13,55.56
2022-11-14,31.53
2022-11-15,32.5
2022-11-16,32.85
2022-11-17,33.99
2022-11-18,44.84
2022-11-19,67.07
2022-11-20,55.41
2022-11-21,31.43
2022-11-22,32.46
2022-11-23,32.87
2022-11-24,34.07
2022-11-25,44.99
2022-11-26,67.27
2022-11-27,55.68
2022-11-28,31.76
2022-11-29,32.85
2022-11-30,33.32
2022-12-01,34.58
2022-12-02,45.56
2022-12-03,67.9
2022-12-04,56.36
2022-12-05,32.49
2022-12-06,33.63
2022-12-07,34.14
2022-12-08,35.44
2022-12-09,46.45
2022-12-10,68.83
2022-12-11,57.31
2022-12-12,33.47
2022-12-13,34.62
2022-12-14,35.15
2022-12-15,36.45
2022-12-16,47.46
2022-12-17,69.84
2022-12-18,58.31
2022-12-19,34.45
2022-12-20,35.59
2022-12-21,36.09
2022-12-22,37.36
2022-12-23,48.33
2022-12-24,70.66
2022-12-25,59.09
2022-12-26,35.17
2022-12-27,36.24
2022-12-28,36.68
2022-12-29,37.88
2022-12-30,48.78
2022-12-31,71.03
