ngay,doanhthu
2022-06-10,31.21
2022-06-11,37.79
2022-06-12,30.24
2022-06-13,21.8
2022-06-14,23.31
2022-06-15,23.31
2022-06-16,23.79
2022-06-17,31.31
2022-06-18,37.91
2022-06-19,30.38
2022-06-20,21.96
2022-06-21,23.49
2022-06-22,23.52
2022-06-23,24.02
2022-06-24,31.56
2022-06-25,38.17
2022-06-26,30.65
2022-06-27,22.25
2022-06-28,23.78
2022-06-29,23.81
2022-06-30,24.29
2022-07-01,31.81
2022-07-02,38.4
2022-07-03,30.86
2022-07-04,22.41
2022-07-05,23.9
2022-07-06,23.87
2022-07-07,24.3
2022-07-08,31.76
2022-07-09,38.28
2022-07-10,30.67
2022-07-11,22.14
2022-07-12,23.56
2022-07-13,23.46
2022-07-14,23.81
2022-07-15,31.2
2022-07-16,37.66
2022-07-17,29.98
2022-07-18,21.4
2022-07-19,22.76
2022-07-20,22.62
2022-07-21,22.94
2022-07-22,30.3
2022-07-23,36.73
2022-07-24,29.04
2022-07-25,20.46
2022-07-26,21.83
2022-07-27,21.71
2022-07-28,22.06
2022-07-29,29.45
2022-07-30,35.93
2022-07-31,28.3
2022-08-01,19.78
2022-08-02,21.21
2022-08-03,21.16
2022-08-04,21.58
2022-08-05,29.06
2022-08-06,35.62
2022-08-07,28.06
2022-08-08,19.62
2022-08-09,21.14
2022-08-10,21.17
2022-08-11,21.66
2022-08-12,29.21
2022-08-13,35.84
2022-08-14,28.34
2022-08-15,19.96
2022-08-16,21.53
2022-08-17,21.59
2022-08-18,22.12
2022-08-19,29.69
2022-08-20,36.34
2022-08-21,28.85
2022-08-22,20.47
2022-08-23,22.03
2022-08-24,22.07
2022-08-25,22.58
2022-08-26,30.12
2022-08-27,36.73
2022-08-28,29.2
2022-08-29,20.77
2022-08-30,22.28
2022-08-31,22.28
2022-09-01,22.73
2022-09-02,30.21
2022-09-03,36.76
2022-09-04,29.17
2022-09-05,20.68
2022-09-06,22.13
2022-09-07,22.07
2022-09-08,22.46
2022-09-09,29.89
2022-09-10,36.39
2022-09-11,28.76
2022-09-12,20.23
2022-09-13,21.64
2022-09-14,21.55
2022-09-15,21.92
2022-09-16,29.33
2022-09-17,35.82
2022-09-18,28.18
2022-09-19,19.64
2022-09-20,21.06
2022-09-21,20.97
2022-09-22,21.36
2022-09-23,28.79
2022-09-24,35.3
2022-09-25,27.69
2022-09-26,19.19
2022-09-27,20.65
2022-09-28,20.61
2022-09-29,21.04
2022-09-30,28.53
2022-10-01,35.1
2022-10-02,27.55
2022-10-03,19.12
2022-10-04,20.65
2022-10-05,20.68
2022-10-06,21.2
2022-10-07,28.76
2022-10-08,35.41
2022-10-09,27.95
2022-10-10,19.6
2022-10-11,21.21
2022-10-12,21.33
2022-10-13,21.92
2022-10-14,29.57
2022-10-15,36.3
2022-10-16,28.91
2022-10-17,20.64
2022-10-18,22.32
2022-10-19,22.5
2022-10-20,23.15
2022-10-21,30.85
2022-10-22,37.63
2022-10-23,30.27
2022-10-24,22.03
2022-10-25,23.72
2022-10-26,23.91
2022-10-27,24.56
2022-10-28,32.24
2022-10-29,38.99
2022-10-30,31.6
2022-10-31,23.3
2022-11-01,24.94
2022-11-02,25.05
2022-11-03,25.61
2022-11-04,33.2
2022-11-05,39.84
2022-11-06,32.33
2022-11-07,23.9
2022-11-08,25.4
2022-11-09,25.37
2022-11-10,25.78
2022-11-11,33.22
2022-11-12,39.7
2022-11-13,32.03
2022-11-14,23.44
2022-11-15,24.78
2022-11-16,24.6
2022-11-17,24.86
2022-11-18,32.15
2022-11-19,38.49
2022-11-20,30.69
2022-11-21,21.99
2022-11-22,23.22
2022-11-23,22.95
2022-11-24,23.13
2022-11-25,30.35
2022-11-26,36.65
2022-11-27,28.81
2022-11-28,20.1
2022-11-29,21.33
2022-11-30,21.07
2022-12-01,21.28
2022-12-02,28.56
2022-12-03,34.92
2022-12-04,27.17
2022-12-05,18.54
2022-12-06,19.88
2022-12-07,19.74
2022-12-08,20.08
2022-12-09,27.49
2022-12-10,33.99
2022-12-11,26.38
2022-12-12,17.91
2022-12-13,19.4
2022-12-14,19.41
2022-12-15,19.9
2022-12-16,27.46
2022-12-17,34.1
2022-12-18,26.63
2022-12-19,18.28
2022-12-20,19.89
2022-12-21,20.01
2022-12-22,20.59
2022-12-23,28.23
2022-12-24,34.95
2022-12-25,27.54
2022-12-26,19.24
2022-12-27,20.88
2022-12-28,21.02
2022-12-29,21.62
2022-12-30,29.26
2022-12-31,35.97
