ngay,doanhthu
2022-08-17,24.3
2022-08-18,26.13
2022-08-19,33.45
2022-08-20,39.39
2022-08-21,32.43
2022-08-22,24.41
2022-08-23,25.43
2022-08-24,25.45
2022-08-25,27.18
2022-08-26,34.4
2022-08-27,40.23
2022-08-28,33.15
2022-08-29,25.01
2022-08-30,25.91
2022-08-31,25.82
2022-09-01,27.43
2022-09-02,34.54
2022-09-03,40.27
2022-09-04,33.1
2022-09-05,24.88
2022-09-06,25.72
2022-09-07,25.58
2022-09-08,27.16
2022-09-09,34.24
2022-09-10,39.97
2022-09-11,32.81
2022-09-12,24.61
2022-09-13,25.48
2022-09-14,25.38
2022-09-15,27.02
2022-09-16,34.18
2022-09-17,39.98
2022-09-18,32.89
2022-09-19,24.78
2022-09-20,25.73
2022-09-21,25.72
2022-09-22,27.43
2022-09-23,34.66
2022-09-24,40.52
2022-09-25,33.49
2022-09-26,25.42
2022-09-27,26.4
2022-09-28,26.4
2022-09-29,28.11
2022-09-30,35.32
2022-10-01,41.15
2022-10-02,34.07
2022-10-03,25.93
2022-10-04,26.83
2022-10-05,26.74
2022-10-06,28.35
2022-10-07,35.44
2022-10-08,41.14
2022-10-09,33.93
2022-10-10,25.65
2022-10-11,26.42
2022-10-12,26.18
2022-10-13,27.65
2022-10-14,34.61
2022-10-15,40.19
2022-10-16,32.86
2022-10-17,24.48
2022-10-18,25.15
2022-10-19,24.84
2022-10-20,26.25
2022-10-21,33.17
2022-10-22,38.73
2022-10-23,31.4
2022-10-24,23.04
2022-10-25,23.75
2022-10-26,23.5
2022-10-27,24.99
2022-10-28,32.0
2022-10-29,37.67
2022-10-30,30.47
2022-10-31,22.25
2022-11-01,23.1
2022-11-02,23.01
2022-11-03,24.66
2022-11-04,31.83
2022-11-05,37.66
2022-11-06,30.61
2022-11-07,22.54
2022-11-08,23.54
2022-11-09,23.58
2022-11-10,25.34
2022-11-11,32.62
2022-11-12,38.53
2022-11-13,31.55
2022-11-14,23.52
2022-11-15,24.55
2022-11-16,24.59
2022-11-17,26.34
2022-11-18,33.58
2022-11-19,39.45
2022-11-20,32.39
2022-11-21,24.28
2022-11-22,25.2
2022-11-23,25.13
2022-11-24,26.76
2022-11-25,33.87
2022-11-26,39.59
2022-11-27,32.4
2022-11-28,24.15
2022-11-29,24.95
2022-11-30,24.75
2022-12-01,26.26
2022-12-02,33.27
2022-12-03,38.91
2022-12-04,31.64
2022-12-05,23.34
2022-12-06,24.1
2022-12-07,23.89
2022-12-08,25.41
2022-12-09,32.45
2022-12-10,38.14
2022-12-11,30.95
2022-12-12,22.75
2022-12-13,23.62
2022-12-14,23.54
2022-12-15,25.21
2022-12-16,32.41
2022-12-17,38.27
2022-12-18,31.26
2022-12-19,23.24
2022-12-20,24.3
2022-12-21,24.41
2022-12-22,26.26
2022-12-23,33.63
2022-12-24,39.65
2022-12-25,32.79
2022-12-26,24.9
2022-12-27,26.08
2022-12-28,26.27
2022-12-29,28.19
2022-12-30,35.61
2022-12-31,41.66
