ngay,doanhthu
2022-08-22,71.18
2022-08-23,76.65
2022-08-24,78.62
2022-08-25,83.17
2022-08-26,109.13
2022-08-27,106.99
2022-08-28,81.07
2022-08-29,72.91
2022-08-30,78.51
2022-08-31,80.59
2022-09-01,85.24
2022-09-02,111.3
2022-09-03,109.24
2022-09-04,83.4
2022-09-05,75.3
2022-09-06,80.95
2022-09-07,83.08
2022-09-08,87.76
2022-09-09,113.84
2022-09-10,111.79
2022-09-11,85.94
2022-09-12,77.83
2022-09-13,83.46
2022-09-14,85.55
2022-09-15,90.19
2022-09-16,116.21
2022-09-17,114.09
2022-09-18,88.17
2022-09-19,79.97
2022-09-20,85.5
2022-09-21,87.48
2022-09-22,92.0
2022-09-23,117.9
2022-09-24,115.65
2022-09-25,89.6
2022-09-26,81.26
2022-09-27,86.65
2022-09-28,88.48
2022-09-29,92.85
2022-09-30,118.6
2022-10-01,116.19
2022-10-02,89.98
2022-10-03,81.48
2022-10-04,86.71
2022-10-05,88.39
2022-10-06,92.61
2022-10-07,118.2
2022-10-08,115.65
2022-10-09,89.3
2022-10-10,80.67
2022-10-11,85.77
2022-10-12,87.32
2022-10-13,91.43
2022-10-14,116.92
2022-10-15,114.27
2022-10-16,87.82
2022-10-17,79.12
2022-10-18,84.15
2022-10-19,85.64
2022-10-20,89.7
2022-10-21,115.15
2022-10-22,112.48
2022-10-23,86.02
2022-10-24,77.31
2022-10-25,82.35
2022-10-26,83.87
2022-10-27,87.96
2022-10-28,113.46
2022-10-29,110.84
2022-10-30,84.44
2022-10-31,75.81
2022-11-01,80.94
2022-11-02,82.56
2022-11-03,86.75
2022-11-04,112.37
2022-11-05,109.87
2022-11-06,83.61
2022-11-07,75.12
2022-11-08,80.4
2022-11-09,82.17
2022-11-10,86.52
2022-11-11,112.3
2022-11-12,109.97
2022-11-13,83.88
2022-11-14,75.56
2022-11-15,81.0
2022-11-16,82.95
2022-11-17,87.47
2022-11-18,113.42
2022-11-19,111.26
2022-11-20,85.33
2022-11-21,77.17
2022-11-22,82.77
2022-11-23,84.86
2022-11-24,89.53
2022-11-25,115.61
2022-11-26,113.58
2022-11-27,87.77
2022-11-28,79.72
2022-11-29,85.42
2022-11-30,87.6
2022-12-01,92.35
2022-12-02,118.49
2022-12-03,116.51
2022-12-04,90.75
2022-12-05,82.72
2022-12-06,88.44
2022-12-07,90.62
2022-12-08,95.35
2022-12-09,121.47
2022-12-10,119.45
2022-12-11,93.63
2022-12-12,85.54
2022-12-13,91.17
2022-12-14,93.26
2022-12-15,97.88
2022-12-16,123.88
2022-12-17,121.73
2022-12-18,95.77
2022-12-19,87.52
2022-12-20,92.99
2022-12-21,94.9
2022-12-22,99.34
2022-12-23,125.14
2022-12-24,122.79
2022-12-25,96.61
2022-12-26,88.15
2022-12-27,93.39
2022-12-28,95.08
2022-12-29,99.29
2022-12-30,124.86
2022-12-31,122.27
