ngay,doanhthu
2022-10-07,99.43
2022-10-08,114.81
2022-10-09,77.41
2022-10-10,69.72
2022-10-11,74.42
2022-10-12,72.26
2022-10-13,77.93
2022-10-14,99.85
2022-10-15,115.23
2022-10-16,77.83
2022-10-17,70.13
2022-10-18,74.83
2022-10-19,72.66
2022-10-20,78.33
2022-10-21,100.24
2022-10-22,115.62
2022-10-23,78.21
2022-10-24,70.51
2022-10-25,75.2
2022-10-26,73.02
2022-10-27,78.68
2022-10-28,100.58
2022-10-29,115.94
2022-10-30,78.53
2022-10-31,70.81
2022-11-01,75.49
2022-11-02,73.3
2022-11-03,78.95
2022-11-04,100.83
2022-11-05,116.18
2022-11-06,78.75
2022-11-07,71.02
2022-11-08,75.69
2022-11-09,73.48
2022-11-10,79.11
2022-11-11,100.98
2022-11-12,116.31
2022-11-13,78.86
2022-11-14,71.11
2022-11-15,75.76
2022-11-16,73.53
2022-11-17,79.14
2022-11-18,100.99
2022-11-19,116.3
2022-11-20,78.83
2022-11-21,71.06
2022-11-22,75.69
2022-11-23,73.44
2022-11-24,79.03
2022-11-25,100.86
2022-11-26,116.15
2022-11-27,78.66
2022-11-28,70.86
2022-11-29,75.47
2022-11-30,73.2
2022-12-01,78.76
2022-12-02,100.57
2022-12-03,115.84
2022-12-04,78.33
2022-12-05,70.51
2022-12-06,75.09
2022-12-07,72.8
2022-12-08,78.34
2022-12-09,100.13
2022-12-10,115.38
2022-12-11,77.84
2022-12-12,70.0
2022-12-13,74.57
2022-12-14,72.25
2022-12-15,77.78
2022-12-16,99.54
2022-12-17,114.77
2022-12-18,77.21
2022-12-19,69.36
2022-12-20,73.9
2022-12-21,71.57
2022-12-22,77.07
2022-12-23,98.82
2022-12-24,114.03
2022-12-25,76.46
2022-12-26,68.58
2022-12-27,73.11
2022-12-28,70.76
2022-12-29,76.25
2022-12-30,97.98
2022-12-31,113.18
