ngay,doanhthu
2022-06-02,78.8
2022-06-03,99.21
2022-06-04,123.37
2022-06-05,97.02
2022-06-06,71.54
2022-06-07,77.45
2022-06-08,78.27
2022-06-09,81.97
2022-06-10,102.47
2022-06-11,126.69
2022-06-12,100.38
2022-06-13,74.94
2022-06-14,80.86
2022-06-15,81.68
2022-06-16,85.36
2022-06-17,105.82
2022-06-18,129.99
2022-06-19,103.62
2022-06-20,78.09
2022-06-21,83.91
2022-06-22,84.62
2022-06-23,88.18
2022-06-24,108.5
2022-06-25,132.51
2022-06-26,105.97
2022-06-27,80.27
2022-06-28,85.91
2022-06-29,86.42
2022-06-30,89.77
2022-07-01,109.88
2022-07-02,133.68
2022-07-03,106.92
2022-07-04,80.99
2022-07-05,86.4
2022-07-06,86.68
2022-07-07,89.8
2022-07-08,109.68
2022-07-09,133.25
2022-07-10,106.27
2022-07-11,80.12
2022-07-12,85.31
2022-07-13,85.39
2022-07-14,88.31
2022-07-15,108.0
2022-07-16,131.39
2022-07-17,104.23
2022-07-18,77.93
2022-07-19,82.97
2022-07-20,82.91
2022-07-21,85.72
2022-07-22,105.3
2022-07-23,128.6
2022-07-24,101.37
2022-07-25,75.01
2022-07-26,80.02
2022-07-27,79.93
2022-07-28,82.73
2022-07-29,102.32
2022-07-30,125.65
2022-07-31,98.47
2022-08-01,72.17
2022-08-02,77.25
2022-08-03,77.26
2022-08-04,80.17
2022-08-05,99.89
2022-08-06,123.36
2022-08-07,96.33
2022-08-08,70.2
2022-08-09,75.46
2022-08-10,75.67
2022-08-11,78.78
2022-08-12,98.71
2022-08-13,122.4
2022-08-14,95.6
2022-08-15,69.7
2022-08-16,75.2
2022-08-17,75.65
2022-08-18,79.01
2022-08-19,99.19
2022-08-20,123.13
2022-08-21,96.57
2022-08-22,70.92
2022-08-23,76.67
2022-08-24,77.35
2022-08-25,80.94
2022-08-26,101.34
2022-08-27,125.49
2022-08-28,99.15
2022-08-29,73.69
2022-08-30,79.61
2022-08-31,80.47
2022-09-01,84.21
2022-09-02,104.75
2022-09-03,129.02
2022-09-04,102.78
2022-09-05,77.41
2022-09-06,83.41
2022-09-07,84.31
2022-09-08,88.09
2022-09-09,108.64
2022-09-10,132.91
2022-09-11,106.64
2022-09-12,81.23
2022-09-13,87.16
2022-09-14,87.97
2022-09-15,91.64
2022-09-16,112.07
2022-09-17,136.19
2022-09-18,109.76
2022-09-19,84.16
2022-09-20,89.89
2022-09-21,90.5
2022-09-22,93.93
2022-09-23,114.11
2022-09-24,137.97
2022-09-25,111.27
2022-09-26,85.38
2022-09-27,90.81
2022-09-28,91.11
2022-09-29,94.23
2022-09-30,114.09
2022-10-01,137.62
2022-10-02,110.58
2022-10-03,84.36
2022-10-04,89.46
2022-10-05,89.42
2022-10-06,92.2
2022-10-07,111.73
2022-10-08,134.94
2022-10-09,107.58
2022-10-10,81.05
2022-10-11,85.84
2022-10-12,85.51
2022-10-13,88.01
2022-10-14,107.27
2022-10-15,130.22
2022-10-16,102.62
2022-10-17,75.87
2022-10-18,80.46
2022-10-19,79.94
2022-10-20,82.28
2022-10-21,101.39
2022-10-22,124.22
2022-10-23,96.52
2022-10-24,69.68
2022-10-25,74.22
2022-10-26,73.66
2022-10-27,75.99
2022-10-28,95.12
2022-10-29,117.98
2022-10-30,90.34
2022-10-31,63.6
2022-11-01,68.24
2022-11-02,67.82
2022-11-03,70.3
2022-11-04,89.6
2022-11-05,112.67
2022-11-06,85.25
2022-11-07,58.74
2022-11-08,63.64
2022-11-09,63.5
2022-11-10,66.28
2022-11-11,85.89
2022-11-12,109.28
2022-11-13,82.21
2022-11-14,56.05
2022-11-15,61.31
2022-11-16,61.54
2022-11-17,64.7
2022-11-18,84.7
2022-11-19,108.48
2022-11-20,81.8
2022-11-21,56.03
2022-11-22,61.69
2022-11-23,62.32
2022-11-24,65.86
2022-11-25,86.25
2022-11-26,110.41
2022-11-27,84.1
2022-11-28,58.7
2022-11-29,64.71
2022-11-30,65.67
2022-12-01,69.55
2022-12-02,90.25
2022-12-03,114.71
2022-12-04,88.67
2022-12-05,63.53
2022-12-06,69.78
2022-12-07,70.96
2022-12-08,75.04
2022-12-09,95.91
2022-12-10,120.52
2022-12-11,94.62
2022-12-12,69.59
2022-12-13,75.92
2022-12-14,77.16
2022-12-15,81.27
2022-12-16,102.16
2022-12-17,126.75
2022-12-18,100.81
2022-12-19,75.71
2022-12-20,81.96
2022-12-21,83.09
2022-12-22,87.07
2022-12-23,107.8
2022-12-24,132.22
2022-12-25,106.08
2022-12-26,80.77
2022-12-27,86.79
2022-12-28,87.67
2022-12-29,91.38
2022-12-30,111.83
2022-12-31,135.96
