ngay,doanhthu
2022-05-31,20.82
2022-06-01,20.55
2022-06-02,21.33
2022-06-03,28.24
2022-06-04,38.1
2022-06-05,32.77
2022-06-06,21.02
2022-06-07,21.33
2022-06-08,21.0
2022-06-09,21.73
2022-06-10,28.57
2022-06-11,38.38
2022-06-12,33.0
2022-06-13,21.21
2022-06-14,21.48
2022-06-15,21.11
2022-06-16,21.8
2022-06-17,28.62
2022-06-18,38.4
2022-06-19,33.0
2022-06-20,21.19
2022-06-21,21.45
2022-06-22,21.06
2022-06-23,21.75
2022-06-24,28.56
2022-06-25,38.34
2022-06-26,32.94
2022-06-27,21.13
2022-06-28,21.39
2022-06-29,21.02
2022-06-30,21.7
2022-07-01,28.52
2022-07-02,38.31
2022-07-03,32.92
2022-07-04,21.11
2022-07-05,21.38
2022-07-06,21.0
2022-07-07,21.69
2022-07-08,28.51
2022-07-09,38.29
2022-07-10,32.89
2022-07-11,21.07
2022-07-12,21.31
2022-07-13,20.91
2022-07-14,21.57
2022-07-15,28.35
2022-07-16,38.09
2022-07-17,32.64
2022-07-18,20.77
2022-07-19,20.96
2022-07-20,20.5
2022-07-21,21.09
2022-07-22,27.79
2022-07-23,37.46
2022-07-24,31.93
2022-07-25,19.98
2022-07-26,20.08
2022-07-27,19.54
2022-07-28,20.05
2022-07-29,26.68
2022-07-30,36.26
2022-07-31,30.66
2022-08-01,18.65
2022-08-02,18.69
2022-08-03,18.1
2022-08-04,18.57
2022-08-05,25.17
2022-08-06,34.75
2022-08-07,29.15
2022-08-08,17.14
2022-08-09,17.22
2022-08-10,16.68
2022-08-11,17.21
2022-08-12,23.89
2022-08-13,33.56
2022-08-14,28.08
2022-08-15,16.21
2022-08-16,16.43
2022-08-17,16.05
2022-08-18,16.76
2022-08-19,23.64
2022-08-20,33.51
2022-08-21,28.24
2022-08-22,16.6
2022-08-23,17.05
2022-08-24,16.9
2022-08-25,17.85
2022-08-26,24.96
2022-08-27,35.07
2022-08-28,30.03
2022-08-29,18.6
2022-08-30,19.27
2022-08-31,19.32
2022-09-01,20.45
2022-09-02,27.73
2022-09-03,37.98
2022-09-04,33.07
2022-09-05,21.74
2022-09-06,22.49
2022-09-07,22.6
2022-09-08,23.76
2022-09-09,31.04
2022-09-10,41.27
2022-09-11,36.31
2022-09-12,24.91
2022-09-13,25.56
2022-09-14,25.54
2022-09-15,26.56
2022-09-16,33.68
2022-09-17,43.73
2022-09-18,38.57
2022-09-19,26.96
2022-09-20,27.39
2022-09-21,27.14
2022-09-22,27.93
2022-09-23,34.81
2022-09-24,44.62
2022-09-25,39.23
2022-09-26,27.39
2022-09-27,27.61
2022-09-28,27.15
2022-09-29,27.75
2022-09-30,34.45
2022-10-01,44.11
2022-10-02,38.58
2022-10-03,26.63
2022-10-04,26.74
2022-10-05,26.22
2022-10-06,26.77
2022-10-07,33.45
2022-10-08,43.11
2022-10-09,37.6
2022-10-10,25.7
2022-10-11,25.88
2022-10-12,25.44
2022-10-13,26.09
2022-10-14,32.88
2022-10-15,42.67
2022-10-16,37.3
2022-10-17,25.54
2022-10-18,25.88
2022-10-19,25.59
2022-10-20,26.39
2022-10-21,33.34
2022-10-22,43.27
2022-10-23,38.03
2022-10-24,26.4
2022-10-25,26.84
2022-10-26,26.66
2022-10-27,27.54
2022-10-28,34.55
2022-10-29,44.52
2022-10-30,39.31
2022-10-31,27.68
2022-11-01,28.11
2022-11-02,27.89
2022-11-03,28.72
2022-11-04,35.66
2022-11-05,45.54
2022-11-06,40.23
2022-11-07,28.48
2022-11-08,28.78
2022-11-09,28.42
2022-11-10,29.09
2022-11-11,35.87
2022-11-12,45.6
2022-11-13,40.13
2022-11-14,28.22
2022-11-15,28.36
2022-11-16,27.84
2022-11-17,28.38
2022-11-18,35.03
2022-11-19,44.63
2022-11-20,39.05
2022-11-21,27.05
2022-11-22,27.11
2022-11-23,26.53
2022-11-24,27.02
2022-11-25,33.65
2022-11-26,43.24
2022-11-27,37.67
2022-11-28,25.69
2022-11-29,25.8
2022-11-30,25.28
2022-12-01,25.84
2022-12-02,32.54
2022-12-03,42.23
2022-12-04,36.76
2022-12-05,24.89
2022-12-06,25.12
2022-12-07,24.71
2022-12-08,25.39
2022-12-09,32.22
2022-12-10,42.03
2022-12-11,36.67
2022-12-12,24.91
2022-12-13,25.23
2022-12-14,24.92
2022-12-15,25.68
2022-12-16,32.57
2022-12-17,42.44
2022-12-18,37.13
2022-12-19,25.4
2022-12-20,25.74
2022-12-21,25.44
2022-12-22,26.2
2022-12-23,33.08
2022-12-24,42.91
2022-12-25,37.56
2022-12-26,25.79
2022-12-27,26.08
2022-12-28,25.72
2022-12-29,26.41
2022-12-30,33.22
2022-12-31,42.98
