ngay,doanhthu
2022-06-18,139.37
2022-06-19,112.09
2022-06-20,88.24
2022-06-21,93.44
2022-06-22,90.25
2022-06-23,96.8
2022-06-24,120.21
2022-06-25,142.19
2022-06-26,115.2
2022-06-27,91.59
2022-06-28,96.99
2022-06-29,93.94
2022-06-30,100.58
2022-07-01,124.01
2022-07-02,145.95
2022-07-03,118.84
2022-07-04,95.06
2022-07-05,100.22
2022-07-06,96.85
2022-07-07,103.12
2022-07-08,126.13
2022-07-09,147.58
2022-07-10,119.94
2022-07-11,95.59
2022-07-12,100.14
2022-07-13,96.16
2022-07-14,101.78
2022-07-15,124.14
2022-07-16,144.95
2022-07-17,116.69
2022-07-18,91.74
2022-07-19,95.72
2022-07-20,91.21
2022-07-21,96.36
2022-07-22,118.3
2022-07-23,138.76
2022-07-24,110.21
2022-07-25,85.04
2022-07-26,88.9
2022-07-27,84.33
2022-07-28,89.51
2022-07-29,111.56
2022-07-30,132.2
2022-07-31,103.92
2022-08-01,79.09
2022-08-02,83.34
2022-08-03,79.24
2022-08-04,84.94
2022-08-05,107.55
2022-08-06,128.79
2022-08-07,101.14
2022-08-08,76.96
2022-08-09,81.86
2022-08-10,78.42
2022-08-11,84.76
2022-08-12,107.99
2022-08-13,129.83
2022-08-14,102.74
2022-08-15,79.07
2022-08-16,84.45
2022-08-17,81.41
2022-08-18,88.1
2022-08-19,111.63
2022-08-20,133.69
2022-08-21,106.74
2022-08-22,83.16
2022-08-23,88.56
2022-08-24,85.47
2022-08-25,92.06
2022-08-26,115.42
2022-08-27,137.26
2022-08-28,110.06
2022-08-29,86.18
2022-08-30,91.24
2022-08-31,87.8
2022-09-01,94.02
2022-09-02,116.99
2022-09-03,138.46
2022-09-04,110.88
2022-09-05,86.64
2022-09-06,91.37
2022-09-07,87.62
2022-09-08,93.56
2022-09-09,116.3
2022-09-10,137.57
2022-09-11,109.85
2022-09-12,85.51
2022-09-13,90.18
2022-09-14,86.43
2022-09-15,92.41
2022-09-16,115.24
2022-09-17,136.65
2022-09-18,109.1
2022-09-19,84.96
2022-09-20,89.88
2022-09-21,86.39
2022-09-22,92.66
2022-09-23,115.78
2022-09-24,137.49
2022-09-25,110.24
2022-09-26,86.4
2022-09-27,91.59
2022-09-28,88.37
2022-09-29,94.87
2022-09-30,118.2
2022-10-01,140.08
2022-10-02,112.96
2022-10-03,89.22
2022-10-04,94.46
2022-10-05,91.24
2022-10-06,97.7
2022-10-07,120.95
2022-10-08,142.71
2022-10-09,115.43
2022-10-10,91.48
2022-10-11,96.49
2022-10-12,93.01
2022-10-13,99.18
2022-10-14,122.13
2022-10-15,143.56
2022-10-16,115.95
2022-10-17,91.68
2022-10-18,96.36
2022-10-19,92.56
2022-10-20,98.44
2022-10-21,121.1
2022-10-22,142.28
2022-10-23,114.44
2022-10-24,89.97
2022-10-25,94.49
2022-10-26,90.56
2022-10-27,96.34
2022-10-28,118.94
2022-10-29,140.09
2022-10-30,112.26
2022-10-31,87.83
2022-11-01,92.42
2022-11-02,88.58
2022-11-03,94.48
2022-11-04,117.22
2022-11-05,138.51
2022-11-06,110.84
2022-11-07,86.56
2022-11-08,91.3
2022-11-09,87.61
2022-11-10,93.64
2022-11-11,116.49
2022-11-12,137.88
2022-11-13,110.28
2022-11-14,86.04
2022-11-15,90.8
2022-11-16,87.09
2022-11-17,93.07
2022-11-18,115.85
2022-11-19,137.14
2022-11-20,109.4
2022-11-21,85.01
2022-11-22,89.59
2022-11-23,85.69
2022-11-24,91.47
2022-11-25,114.04
2022-11-26,135.12
2022-11-27,107.19
2022-11-28,82.61
2022-11-29,87.02
2022-11-30,82.97
2022-12-01,88.64
2022-12-02,111.13
2022-12-03,132.18
2022-12-04,104.26
2022-12-05,79.74
2022-12-06,84.27
2022-12-07,80.4
2022-12-08,86.3
2022-12-09,109.09
2022-12-10,130.48
2022-12-11,102.96
2022-12-12,78.9
2022-12-13,83.94
2022-12-14,80.62
2022-12-15,87.1
2022-12-16,110.5
2022-12-17,132.54
2022-12-18,105.67
2022-12-19,82.28
2022-12-20,87.97
2022-12-21,85.3
2022-12-22,92.41
2022-12-23,116.4
2022-12-24,138.99
2022-12-25,112.62
2022-12-26,89.67
2022-12-27,95.74
2022-12-28,93.38
2022-12-29,100.71
2022-12-30,124.85
2022-12-31,147.5
