ngay,doanhthu
2022-10-17,32.54
2022-10-18,33.55
2022-10-19,32.99
2022-10-20,35.25
2022-10-21,41.49
2022-10-22,57.57
2022-10-23,51.63
2022-10-24,31.63
2022-10-25,32.62
2022-10-26,32.05
2022-10-27,34.29
2022-10-28,40.52
2022-10-29,56.59
2022-10-30,50.65
2022-10-31,30.66
2022-11-01,31.65
2022-11-02,31.08
2022-11-03,33.34
2022-11-04,39.59
2022-11-05,55.68
2022-11-06,49.77
2022-11-07,29.8
2022-11-08,30.82
2022-11-09,30.28
2022-11-10,32.58
2022-11-11,38.86
2022-11-12,54.99
2022-11-13,49.12
2022-11-14,29.2
2022-11-15,30.27
2022-11-16,29.78
2022-11-17,32.13
2022-11-18,38.46
2022-11-19,54.64
2022-11-20,48.82
2022-11-21,28.95
2022-11-22,30.06
2022-11-23,29.63
2022-11-24,32.02
2022-11-25,38.4
2022-11-26,54.63
2022-11-27,48.86
2022-11-28,29.03
2022-11-29,30.19
2022-11-30,29.8
2022-12-01,32.23
2022-12-02,38.65
2022-12-03,54.91
2022-12-04,49.17
2022-12-05,29.37
2022-12-06,30.55
2022-12-07,30.18
2022-12-08,32.63
2022-12-09,39.06
2022-12-10,55.34
2022-12-11,49.61
2022-12-12,29.81
2022-12-13,31.0
2022-12-14,30.62
2022-12-15,33.07
2022-12-16,39.49
2022-12-17,55.75
2022-12-18,50.0
2022-12-19,30.19
2022-12-20,31.35
2022-12-21,30.95
2022-12-22,33.37
2022-12-23,39.76
2022-12-24,55.99
2022-12-25,50.21
2022-12-26,30.35
2022-12-27,31.48
2022-12-28,31.03
2022-12-29,33.41
2022-12-30,39.75
2022-12-31,55.94
