ngay,doanhthu
2022-06-19,60.46
2022-06-20,44.62
2022-06-21,45.03
2022-06-22,44.87
2022-06-23,46.26
2022-06-24,56.13
2022-06-25,71.11
2022-06-26,58.93
2022-06-27,43.36
2022-06-28,44.08
2022-06-29,44.26
2022-06-30,46.01
2022-07-01,56.25
2022-07-02,71.6
2022-07-03,59.79
2022-07-04,44.57
2022-07-05,45.61
2022-07-06,46.07
2022-07-07,48.07
2022-07-08,58.49
2022-07-09,73.98
2022-07-10,62.25
2022-07-11,47.03
2022-07-12,48.02
2022-07-13,48.36
2022-07-14,50.18
2022-07-15,60.38
2022-07-16,75.58
2022-07-17,63.52
2022-07-18,47.94
2022-07-19,48.53
2022-07-20,48.47
2022-07-21,49.88
2022-07-22,59.66
2022-07-23,74.46
2022-07-24,62.02
2022-07-25,46.11
2022-07-26,46.4
2022-07-27,46.09
2022-07-28,47.3
2022-07-29,56.94
2022-07-30,71.67
2022-07-31,59.22
2022-08-01,43.36
2022-08-02,43.76
2022-08-03,43.62
2022-08-04,45.05
2022-08-05,54.97
2022-08-06,70.01
2022-08-07,57.9
2022-08-08,42.41
2022-08-09,43.19
2022-08-10,43.43
2022-08-11,45.24
2022-08-12,55.51
2022-08-13,70.89
2022-08-14,59.08
2022-08-15,43.84
2022-08-16,44.85
2022-08-17,45.25
2022-08-18,47.18
2022-08-19,57.51
2022-08-20,72.9
2022-08-21,61.05
2022-08-22,45.72
2022-08-23,46.59
2022-08-24,46.82
2022-08-25,48.54
2022-08-26,58.64
2022-08-27,73.79
2022-08-28,61.68
2022-08-29,46.1
2022-08-30,46.73
2022-08-31,46.73
2022-09-01,48.25
2022-09-02,58.19
2022-09-03,73.2
2022-09-04,61.01
2022-09-05,45.38
2022-09-06,46.01
2022-09-07,46.07
2022-09-08,47.69
2022-09-09,57.78
2022-09-10,72.98
2022-09-11,61.01
2022-09-12,45.65
2022-09-13,46.56
2022-09-14,46.92
2022-09-15,48.85
2022-09-16,59.25
2022-09-17,74.75
2022-09-18,63.08
2022-09-19,47.98
2022-09-20,49.13
2022-09-21,49.7
2022-09-22,51.79
2022-09-23,62.3
2022-09-24,77.88
2022-09-25,66.22
2022-09-26,51.09
2022-09-27,52.16
2022-09-28,52.59
2022-09-29,54.5
2022-09-30,64.79
2022-10-01,80.1
2022-10-02,68.16
2022-10-03,52.71
2022-10-04,53.44
2022-10-05,53.53
2022-10-06,55.1
2022-10-07,65.04
2022-10-08,80.02
2022-10-09,67.76
2022-10-10,52.02
2022-10-11,52.49
2022-10-12,52.34
2022-10-13,53.7
2022-10-14,63.49
2022-10-15,78.34
2022-10-16,65.99
2022-10-17,50.2
2022-10-18,50.65
2022-10-19,50.52
2022-10-20,51.94
2022-10-21,61.8
2022-10-22,76.75
2022-10-23,64.51
2022-10-24,48.85
2022-10-25,49.44
2022-10-26,49.44
2022-10-27,50.99
2022-10-28,60.98
2022-10-29,76.06
2022-10-30,63.93
2022-10-31,48.37
2022-11-01,49.04
2022-11-02,49.11
2022-11-03,50.71
2022-11-04,60.73
2022-11-05,75.83
2022-11-06,63.7
2022-11-07,48.13
2022-11-08,48.78
2022-11-09,48.82
2022-11-10,50.39
2022-11-11,60.37
2022-11-12,75.42
2022-11-13,63.26
2022-11-14,47.65
2022-11-15,48.26
2022-11-16,48.28
2022-11-17,49.82
2022-11-18,59.79
2022-11-19,74.83
2022-11-20,62.66
2022-11-21,47.05
2022-11-22,47.67
2022-11-23,47.69
2022-11-24,49.23
2022-11-25,59.19
2022-11-26,74.23
2022-11-27,62.05
2022-11-28,46.42
2022-11-29,47.01
2022-11-30,46.99
2022-12-01,48.48
2022-12-02,58.39
2022-12-03,73.37
2022-12-04,61.11
2022-12-05,45.41
2022-12-06,45.92
2022-12-07,45.82
2022-12-08,47.24
2022-12-09,57.09
2022-12-10,72.0
2022-12-11,59.71
2022-12-12,43.98
2022-12-13,44.49
2022-12-14,44.42
2022-12-15,45.89
2022-12-16,55.82
2022-12-17,70.85
2022-12-18,58.71
2022-12-19,43.16
2022-12-20,43.88
2022-12-21,44.05
2022-12-22,45.8
2022-12-23,56.02
2022-12-24,71.36
2022-12-25,59.54
2022-12-26,44.32
2022-12-27,45.38
2022-12-28,45.88
2022-12-29,47.94
2022-12-30,58.45
2022-12-31,74.06
