ngay,doanhthu
2022-06-24,159.86
2022-06-25,199.46
2022-06-26,144.54
2022-06-27,111.67
2022-06-28,119.82
2022-06-29,115.42
2022-06-30,125.61
2022-07-01,160.51
2022-07-02,199.84
2022-07-03,144.64
2022-07-04,111.49
2022-07-05,119.37
2022-07-06,114.7
2022-07-07,124.63
2022-07-08,159.26
2022-07-09,198.34
2022-07-10,142.89
2022-07-11,109.5
2022-07-12,117.15
2022-07-13,112.26
2022-07-14,121.98
2022-07-15,156.42
2022-07-16,195.31
2022-07-17,139.69
2022-07-18,106.15
2022-07-19,113.66
2022-07-20,108.65
2022-07-21,118.27
2022-07-22,152.61
2022-07-23,191.43
2022-07-24,135.76
2022-07-25,102.18
2022-07-26,109.68
2022-07-27,104.66
2022-07-28,114.29
2022-07-29,148.67
2022-07-30,187.55
2022-07-31,131.95
2022-08-01,98.46
2022-08-02,106.06
2022-08-03,101.16
2022-08-04,110.93
2022-08-05,145.46
2022-08-06,184.49
2022-08-07,129.07
2022-08-08,95.77
2022-08-09,103.56
2022-08-10,98.88
2022-08-11,108.86
2022-08-12,143.62
2022-08-13,182.89
2022-08-14,127.7
2022-08-15,94.64
2022-08-16,102.69
2022-08-17,98.25
2022-08-18,108.48
2022-08-19,143.49
2022-08-20,183.0
2022-08-21,128.07
2022-08-22,95.25
2022-08-23,103.53
2022-08-24,99.32
2022-08-25,109.78
2022-08-26,144.99
2022-08-27,184.72
2022-08-28,129.97
2022-08-29,97.34
2022-08-30,105.79
2022-08-31,101.74
2022-09-01,112.34
2022-09-02,147.69
2022-09-03,187.52
2022-09-04,132.88
2022-09-05,100.33
2022-09-06,108.85
2022-09-07,104.85
2022-09-08,115.48
2022-09-09,150.85
2022-09-10,190.69
2022-09-11,136.03
2022-09-12,103.45
2022-09-13,111.92
2022-09-14,107.86
2022-09-15,118.41
2022-09-16,153.68
2022-09-17,193.41
2022-09-18,138.63
2022-09-19,105.91
2022-09-20,114.23
2022-09-21,110.01
2022-09-22,120.39
2022-09-23,155.48
2022-09-24,195.02
2022-09-25,140.05
2022-09-26,107.12
2022-09-27,115.24
2022-09-28,110.8
2022-09-29,120.97
2022-09-30,155.84
2022-10-01,195.17
2022-10-02,139.97
2022-10-03,106.83
2022-10-04,114.73
2022-10-05,110.09
2022-10-06,120.05
2022-10-07,154.73
2022-10-08,193.86
2022-10-09,138.49
2022-10-10,105.18
2022-10-11,112.92
2022-10-12,108.13
2022-10-13,117.96
2022-10-14,152.51
2022-10-15,191.53
2022-10-16,136.07
2022-10-17,102.68
2022-10-18,110.36
2022-10-19,105.52
2022-10-20,115.32
2022-10-21,149.87
2022-10-22,188.9
2022-10-23,133.45
2022-10-24,100.11
2022-10-25,107.84
2022-10-26,103.09
2022-10-27,112.98
2022-10-28,147.63
2022-10-29,186.79
2022-10-30,131.49
2022-10-31,98.3
2022-11-01,106.21
2022-11-02,101.64
2022-11-03,111.73
2022-11-04,146.59
2022-11-05,185.97
2022-11-06,130.9
2022-11-07,97.96
2022-11-08,106.11
2022-11-09,101.8
2022-11-10,112.15
2022-11-11,147.28
2022-11-12,186.93
2022-11-13,132.12
2022-11-14,99.45
2022-11-15,107.87
2022-11-16,103.82
2022-11-17,114.44
2022-11-18,149.82
2022-11-19,189.72
2022-11-20,135.16
2022-11-21,102.71
2022-11-22,111.36
2022-11-23,107.52
2022-11-24,118.33
2022-11-25,153.9
2022-11-26,193.96
2022-11-27,139.56
2022-11-28,107.24
2022-11-29,116.01
2022-11-30,112.26
2022-12-01,123.15
2022-12-02,158.78
2022-12-03,198.88
2022-12-04,144.48
2022-12-05,112.16
2022-12-06,120.9
2022-12-07,117.1
2022-12-08,127.91
2022-12-09,163.44
2022-12-10,203.42
2022-12-11,148.88
2022-12-12,116.4
2022-12-13,124.95
2022-12-14,120.95
2022-12-15,131.54
2022-12-16,166.82
2022-12-17,206.54
2022-12-18,151.72
2022-12-19,118.94
2022-12-20,127.18
2022-12-21,122.84
2022-12-22,133.09
2022-12-23,168.02
2022-12-24,207.37
2022-12-25,152.18
2022-12-26,119.01
2022-12-27,126.86
2022-12-28,122.13
2022-12-29,131.97
2022-12-30,166.5
2022-12-31,205.45
