ngay,doanhthu
2022-03-01,83.41
2022-03-02,79.52
2022-03-03,90.29
2022-03-04,125.84
2022-03-05,165.88
2022-03-06,111.47
2022-03-07,79.17
2022-03-08,87.95
2022-03-09,84.24
2022-03-10,95.17
2022-03-11,130.85
2022-03-12,171.01
2022-03-13,116.69
2022-03-14,84.46
2022-03-15,93.29
2022-03-16,89.6
2022-03-17,100.54
2022-03-18,136.2
2022-03-19,176.33
2022-03-20,121.95
2022-03-21,89.64
2022-03-22,98.37
2022-03-23,94.56
2022-03-24,105.37
2022-03-25,140.88
2022-03-26,180.84
2022-03-27,126.28
2022-03-28,93.77
2022-03-29,102.3
2022-03-30,98.28
2022-03-31,108.85
2022-04-01,144.13
2022-04-02,183.85
2022-04-03,129.04
2022-04-04,96.29
2022-04-05,104.56
2022-04-06,100.28
2022-04-07,110.6
2022-04-08,145.62
2022-04-09,185.09
2022-04-10,130.03
2022-04-11,97.03
2022-04-12,105.07
2022-04-13,100.56
2022-04-14,110.66
2022-04-15,145.47
2022-04-16,184.73
2022-04-17,129.49
2022-04-18,96.31
2022-04-19,104.18
2022-04-20,99.52
2022-04-21,109.49
2022-04-22,144.18
2022-04-23,183.34
2022-04-24,128.0
2022-04-25,94.76
2022-04-26,102.58
2022-04-27,97.88
2022-04-28,107.83
2022-04-29,142.52
2022-04-30,181.69
2022-05-01,126.4
2022-05-02,93.2
2022-05-03,101.08
2022-05-04,96.47
2022-05-05,106.52
2022-05-06,141.32
2022-05-07,180.62
2022-05-08,125.46
2022-05-09,92.42
2022-05-10,100.47
2022-05-11,96.03
2022-05-12,106.26
2022-05-13,141.25
2022-05-14,180.76
2022-05-15,125.8
2022-05-16,92.97
2022-05-17,101.24
2022-05-18,97.02
2022-05-19,107.47
2022-05-20,142.68
2022-05-21,182.41
2022-05-22,127.67
2022-05-23,95.06
2022-05-24,103.53
2022-05-25,99.52
2022-05-26,110.17
2022-05-27,145.57
2022-05-28,185.48
2022-05-29,130.92
2022-05-30,98.46
2022-05-31,107.09
2022-06-01,103.21
2022-06-02,113.98
2022-06-03,149.49
2022-06-04,189.49
2022-06-05,135.01
2022-06-06,102.61
2022-06-07,111.28
2022-06-08,107.44
2022-06-09,118.22
2022-06-10,153.73
2022-06-11,193.7
2022-06-12,139.18
2022-06-13,106.72
2022-06-14,115.32
2022-06-15,111.38
2022-06-16,122.05
2022-06-17,157.43
2022-06-18,197.27
2022-06-19,142.58
2022-06-20,109.96
2022-06-21,118.37
2022-06-22,114.23
2022-06-23,124.69
