name	id	date	cuahang_id	sum	total	mon	customer	bill	vat	phuphi	male	female	num_of_bill	complain	chiphi	goods	returns	customer_info	hour_per_bill	hours	tour	expense	room	profit	created_by	created_date	modified_by	modified_date	trangthai
ICOOL Ung V?n Khiêm	FF944F38-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	1	204014960	199963900	1732000	0	2319060	36100	0	480	397	118	10	22746618.1	43374485.74	0	62	3.48	411	3.37	0	35	133878896.2	system	00:32.9	system	NULL	4
ICOOL Thành Thái	1B8C364A-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	10	123897400	122003085	811000	254305	829010	107550	100000	389	339	88	9	19226739.58	24519893.7	0	45	4.16	366	3.83	0	23	78464001.72	system	01:02.9	system	NULL	4
ICOOL Nguy?n Trãi	017B225C-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	11	41834400	40585930	439400	69270	739800	0	0	115	119	39	7	6124583.23	8046630.95	0	21	4.1	160	2.44	0	16	26414715.82	system	01:32.9	system	NULL	4
ICOOL M?c ??nh Chi	F199046E-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	12	75903200	75132710	529350	241140	0	305775	0	181	188	67	12	14983870.97	12287957.78	0	42	4.48	300	3.19	0	21	48166656.26	system	02:03.0	system	NULL	4
ICOOL Tr?n Bình Tr?ng	7C98EE7F-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	13	16101800	16091650	0	10150	0	0	0	44	53	19	5	5290322.59	3716100.25	0	8	4	80	1.58	0	12	7085227.16	system	02:33.0	system	NULL	4
ICOOL Cách M?ng Tháng 8	632ADB91-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	14	71798800	52640050	19147200	11550	0	0	0	187	169	67	14	16064516.13	10721215.16	0	31	4.63	310	2.39	0	28	25854318.71	system	03:03.1	system	NULL	4
ICOOL C?u Ch? Y	8459C9A3-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	16	31883000	31608430	0	0	274570	0	0	116	85	31	6	4887096.77	8404429.25	0	11	2.9	90	2.58	0	12	18316903.98	system	03:33.2	system	NULL	4
ICOOL Nh? Thiên ???ng	8CDDB2B5-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	17	38342900	38165880	0	84960	92060	0	0	111	91	36	3	8722580.65	7255164.73	0	16	5	180	2.25	0	16	22188134.62	system	04:03.2	system	NULL	4
ICOOL Tr?n Não	C18490C7-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	18	114955800	113266040	539000	133250	1017510	369105	0	294	281	72	9	15387096.77	25618013.07	0	36	4.58	330	3.6	0	20	72630035.16	system	04:33.2	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	8CED79D9-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	19	27779500	27594380	84000	0	101120	0	0	107	90	34	4	3213331.23	5431081.37	0	22	3.53	120	2.43	0	14	18949967.4	system	05:03.3	system	NULL	4
ICOOL ??ng ?en	B6CD59FD-B82C-EA11-80DB-509A4C8C9FAC	01/01/2020	22	41467500	41154350	116000	0	197150	0	0	205	137	52	1	8945806.45	9118295.2	0	2	2.5	130	2.74	0	19	23090248.35	system	06:03.4	system	NULL	4
ICOOL Phan Chu Trinh	E669370F-B92C-EA11-80DB-509A4C8C9FAC	01/01/2020	23	39017100	39017100	0	0	0	0	150000	106	98	37	4	5983870.97	10071619.62	0	12	2.43	90	3.08	0	12	23111609.41	system	06:33.4	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	9C382121-B92C-EA11-80DB-509A4C8C9FAC	01/01/2020	4	173675000	171941565	874000	262840	596595	169210	0	525	405	122	15	14629032.26	39924669.19	0	49	2	310	4.21	0	29	117557073.6	system	07:03.5	system	NULL	4
ICOOL Tô Ký	6DDF0533-B92C-EA11-80DB-509A4C8C9FAC	01/01/2020	5	93704400	89409553	3083657	107100	1104090	0	0	315	181	75	12	11574838.71	22261523.07	0	20	2.8	210	2.88	0	26	55573191.22	system	07:33.5	system	NULL	4
ICOOL Bình Phú	972BE544-B92C-EA11-80DB-509A4C8C9FAC	01/01/2020	6	132413800	129723350	856800	368280	1465370	0	0	262	247	91	6	17732452.65	28723564.75	0	36	3.3	300	3.79	0	24	83267332.61	system	08:03.5	system	NULL	4
ICOOL D??ng Bá Tr?c	5F0FCC56-B92C-EA11-80DB-509A4C8C9FAC	01/01/2020	7	156292101	151526501	3381900	227260	1156440	246713	0	221	257	92	8	13842110.84	32681429.68	0	29	3.35	308	4	0	23	105249673.5	system	08:33.5	system	NULL	4
ICOOL Nguy?n S?n	DCD5AC68-B92C-EA11-80DB-509A4C8C9FAC	01/01/2020	9	72896900	71858520	319000	0	719380	98650	0	206	207	57	4	7985806.45	17082219.56	0	38	3.16	180	4.07	0	14	46889143.99	system	09:03.5	system	NULL	4
ICOOL Ung V?n Khiêm	40CF0E65-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	1	93051200	91920990	249000	151200	730010	291550	0	241	207	55	12	22746618.1	19941241.99	0	26	5.75	316	1.57	0	35	49524679.91	system	00:36.8	system	NULL	4
ICOOL Thành Thái	B5FEEE76-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	10	79125100	78788905	269570	66625	0	271960	100000	228	226	57	9	19226739.58	15871342.94	0	42	5.58	318	2.48	0	23	44062782.48	system	01:06.8	system	NULL	4
ICOOL Nguy?n Trãi	8D22DD88-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	11	18667600	18303940	55700	0	307960	0	0	60	52	21	4	6124583.23	4007700.32	0	16	7.14	150	1.31	0	16	8171656.45	system	01:36.8	system	NULL	4
ICOOL M?c ??nh Chi	2865CB9A-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	12	91564700	87672175	224000	160605	3507920	0	0	185	178	48	6	14983870.97	17751547.98	0	25	5.21	250	2.29	0	21	54936756.05	system	02:06.9	system	NULL	4
ICOOL Tr?n Bình Tr?ng	EC21AAAC-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	13	8365200	8272165	0	93035	0	52525	400000	21	25	10	0	5290322.59	2076640.46	0	1	8	80	0.83	0	12	1357726.95	system	02:36.9	system	NULL	4
ICOOL Cách M?ng Tháng 8	3A557FBE-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	14	55425700	42506675	12889850	29175	0	114312.5	0	139	116	37	3	16064516.13	9888893.18	0	13	8.38	310	1.32	0	28	16667578.19	system	03:06.8	system	NULL	4
ICOOL C?u Ch? Y	46DA61D0-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	16	11419100	11349700	0	0	69400	0	0	37	26	12	2	4887096.77	3050020.51	0	5	8.33	100	1	0	12	3412582.72	system	03:36.8	system	NULL	4
ICOOL Nh? Thiên ???ng	14BE48E2-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	17	16880200	16780140	0	0	100060	0	0	42	34	16	0	8722580.65	3594059.97	0	6	8.13	130	1	0	16	4463499.38	system	04:06.9	system	NULL	4
ICOOL Tr?n Não	06292BF4-812D-EA11-80DB-509A4C8C9FAC	02/01/2020	18	92502800	91553530	430600	293400	225270	147650	0	185	201	51	4	15387096.77	19007092.77	0	20	5.49	280	2.55	0	20	57306990.46	system	04:36.9	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	EE541A06-822D-EA11-80DB-509A4C8C9FAC	02/01/2020	19	13759100	13049850	539000	0	170250	0	0	51	38	17	1	3213331.23	2876881.82	0	14	5.88	100	1.21	0	14	6959636.95	system	05:07.0	system	NULL	4
ICOOL ??ng ?en	446EE429-822D-EA11-80DB-509A4C8C9FAC	02/01/2020	22	16620600	16469460	29000	0	122140	0	0	54	28	17	0	8945806.45	3492400.33	0	0	5.88	100	0.89	0	19	4031253.22	system	06:07.0	system	NULL	4
ICOOL Phan Chu Trinh	B59EBF3B-822D-EA11-80DB-509A4C8C9FAC	02/01/2020	23	12374500	12082260	164000	0	128240	66620	0	43	25	13	1	5983870.97	3095104.46	0	3	6.92	90	1.08	0	12	3069904.57	system	06:37.0	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	F407B24D-822D-EA11-80DB-509A4C8C9FAC	02/01/2020	4	68430700	67386070	824000	0	220630	362280	0	207	154	55	2	14629032.26	15223478.7	0	52	5	310	1.9	0	29	37895839.04	system	07:07.1	system	NULL	4
ICOOL Tô Ký	70288E5F-822D-EA11-80DB-509A4C8C9FAC	02/01/2020	5	26791200	25588488	1147992	54720	0	0	0	104	58	25	1	11574838.71	6036131.24	0	30	6.4	160	0.96	0	26	7977518.05	system	07:37.0	system	NULL	4
ICOOL Bình Phú	72167471-822D-EA11-80DB-509A4C8C9FAC	02/01/2020	6	62825100	61257820	422700	0	1144580	0	0	81	68	30	3	17732452.65	13004715.57	0	26	10	300	1.25	0	24	30520651.79	system	08:07.1	system	NULL	4
ICOOL D??ng Bá Tr?c	3A1C5983-822D-EA11-80DB-509A4C8C9FAC	02/01/2020	7	106759200	104034785	833000	199795	1691620	0	0	155	190	60	2	13842110.84	19935386.57	0	25	5.1	306	2.61	0	23	70257287.59	system	08:37.1	system	NULL	4
ICOOL Nguy?n S?n	80866D90-822D-EA11-80DB-509A4C8C9FAC	02/01/2020	9	33312800	31372755	1008200	116465	815380	0	0	93	90	25	8	7985806.45	7559967.44	0	0	5.6	140	1.79	0	14	15826981.11	system	09:07.1	system	NULL	4
ICOOL Ung V?n Khiêm	BAC9D779-4A2E-EA11-80DB-509A4C8C9FAC	03/01/2020	1	148580300	144296005	1284000	751725	2248570	757582.5	0	364	267	82	8	22746618.1	32496446.87	0	34	4.72	387	2.34	0	35	89810522.53	system	00:00.5	system	NULL	4
ICOOL Thành Thái	CC19EC85-4A2E-EA11-80DB-509A4C8C9FAC	03/01/2020	10	100933100	99238610	29000	439500	1225990	496600	0	329	253	64	5	19226739.58	19329669.27	0	29	4.92	315	2.78	0	23	61178801.15	system	00:30.5	system	NULL	4
ICOOL Nguy?n Trãi	E183DA9D-4A2E-EA11-80DB-509A4C8C9FAC	03/01/2020	11	26860100	25020930	319000	0	1520170	0	0	68	56	17	1	6124583.23	5582004.21	0	0	8.24	140	1.06	0	16	13314342.56	system	01:00.9	system	NULL	4
ICOOL M?c ??nh Chi	D87888AF-4A2E-EA11-80DB-509A4C8C9FAC	03/01/2020	12	89444900	87914715	968400	380415	181370	676918.5	0	167	175	47	2	14983870.97	19017475.79	0	26	5.32	250	2.24	0	21	54590286.74	system	01:30.5	system	NULL	4
ICOOL Tr?n Bình Tr?ng	787461C1-4A2E-EA11-80DB-509A4C8C9FAC	03/01/2020	13	11375900	11172680	0	60420	142800	175000	0	41	39	15	1	5290322.59	2164187.33	0	3	5	80	1.25	0	12	3893170.08	system	02:00.5	system	NULL	4
ICOOL Cách M?ng Tháng 8	0CE34FD3-4A2E-EA11-80DB-509A4C8C9FAC	03/01/2020	14	89941100	69320550	20620550	0	0	126852.5	0	192	187	56	15	16064516.13	15439387.58	0	19	5.54	310	2	0	28	37943498.79	system	02:30.6	system	NULL	4
ICOOL C?u Ch? Y	DCE22DE5-4A2E-EA11-80DB-509A4C8C9FAC	03/01/2020	16	6847600	6816690	0	30910	0	0	0	26	26	11	0	4887096.77	1333286.72	0	2	8.18	90	0.92	0	12	596306.51	system	03:00.6	system	NULL	4
ICOOL Nh? Thiên ???ng	C11AE2F4-4A2E-EA11-80DB-509A4C8C9FAC	03/01/2020	17	26216200	25816350	249000	42910	107940	0	0	60	52	18	2	8722580.65	6178269.39	0	5	10	180	1.13	0	16	10915499.96	system	03:30.6	system	NULL	4
ICOOL Tr?n Não	B515FC08-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	18	100770800	99658050	663800	52400	396550	928675	0	208	288	58	0	15387096.77	21093078.6	0	17	5.34	310	2.9	0	20	64106549.63	system	04:00.6	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	16CBDA1A-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	19	21515500	21188400	0	0	327100	0	0	65	72	25	2	3213331.23	4309885.33	0	4	4.8	120	1.79	0	14	13665183.44	system	04:30.6	system	NULL	4
ICOOL ??ng ?en	4B23A33E-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	22	24908300	24344840	253000	0	310460	0	0	81	72	24	0	8945806.45	5039403.71	0	21	5.42	130	1.26	0	19	10359629.84	system	05:30.7	system	NULL	4
ICOOL Phan Chu Trinh	71429E50-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	23	21674300	21052390	498000	0	123910	40015	0	73	50	22	0	5983870.97	5495683.53	0	6	4.09	90	1.83	0	12	9612850.5	system	06:00.8	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	2DD17462-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	4	95273200	93922430	852700	385560	112510	165180	0	251	189	54	4	14629032.26	22331487.56	0	41	5	310	1.86	0	29	57127090.18	system	06:30.7	system	NULL	4
ICOOL Tô Ký	263E6674-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	5	42479100	39304526	2803054	22300	349220	0	0	135	90	31	3	11574838.71	9902281.1	0	2	6.45	200	1.19	0	26	17827406.19	system	07:00.9	system	NULL	4
ICOOL Bình Phú	C9C64186-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	6	80843200	78120465	1576000	417475	729260	0	0	132	135	45	6	17732452.65	17519462.29	0	17	6.67	300	1.88	0	24	42868550.06	system	07:30.8	system	NULL	4
ICOOL D??ng Bá Tr?c	FB932998-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	7	123286800	118805020	1992000	92330	2397450	228867	0	172	198	63	1	13842110.84	25877215.48	0	19	4.7	296	2.74	0	23	79314560.68	system	08:00.8	system	NULL	4
ICOOL Nguy?n S?n	A6A30EAA-4B2E-EA11-80DB-509A4C8C9FAC	03/01/2020	9	43372900	43011100	267000	0	94800	374835	0	94	101	30	10	7985806.45	10771374.97	0	23	6	180	2.14	0	14	24628753.58	system	08:30.9	system	NULL	4
ICOOL Ung V?n Khiêm	3A0756AF-132F-EA11-80DB-509A4C8C9FAC	04/01/2020	1	184427802	179944681.9	1339000	308210	2835910.1	1066552.5	100000	378	332	89	5	22746618.1	41885553.38	0	34	4.75	423	2.54	0	35	116479062.9	system	00:19.1	system	NULL	4
ICOOL Thành Thái	A37649BB-132F-EA11-80DB-509A4C8C9FAC	04/01/2020	10	135840000	133849480	691000	122350	1177170	187350	0	315	380	80	12	19226739.58	29321185.11	0	47	4.6	368	3.48	0	23	85488905.31	system	00:39.1	system	NULL	4
ICOOL Nguy?n Trãi	6ADB35CD-132F-EA11-80DB-509A4C8C9FAC	04/01/2020	11	52586300	51282410	509700	87080	707110	0	0	108	98	35	4	6124583.23	11307924.46	0	9	4	140	2.19	0	16	33849902.31	system	01:09.2	system	NULL	4
ICOOL M?c ??nh Chi	BDD816DF-132F-EA11-80DB-509A4C8C9FAC	04/01/2020	12	115305202	112786891.9	1255500	0	1262810.1	834935	300000	236	241	67	8	14983870.97	24029907.14	0	28	4.48	300	3.19	0	21	74908048.79	system	01:39.2	system	NULL	4
ICOOL Tr?n Bình Tr?ng	3E9B02F1-132F-EA11-80DB-509A4C8C9FAC	04/01/2020	13	24223601	23782901	290000	0	150700	0	0	84	75	27	1	5290322.59	5906986.89	0	8	3	90	2.25	0	12	12585591.52	system	02:09.3	system	NULL	4
ICOOL Cách M?ng Tháng 8	CBA2D202-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	14	96956200	74719600	22186600	0	50000	326535	0	249	238	71	17	16064516.13	16328713.39	0	29	4.37	310	2.54	0	28	42652905.48	system	02:39.1	system	NULL	4
ICOOL C?u Ch? Y	D660BE14-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	16	22711400	21561340	996000	57500	96560	0	0	74	55	23	5	4887096.77	6079153.91	0	3	3.91	90	1.92	0	12	10595089.32	system	03:09.2	system	NULL	4
ICOOL Nh? Thiên ???ng	6EF86F26-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	17	39838700	38238040	1025000	0	575660	0	0	87	93	24	1	8722580.65	9237217.73	0	11	7.5	180	1.5	0	16	20278241.62	system	03:39.2	system	NULL	4
ICOOL Tr?n Não	24DC8338-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	18	138674300	137268980	635620	312550	457150	170225	150000	310	376	75	2	15387096.77	31539301.34	0	40	4.13	310	3.75	0	20	90662806.88	system	04:09.2	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	71A7634A-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	19	27118400	26995550	64000	0	58850	56820	0	84	97	31	7	3213331.23	4981784.04	0	3	3.87	120	2.21	0	14	18857254.73	system	04:39.2	system	NULL	4
ICOOL ??ng ?en	9A6D296E-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	22	38077500	37597600	87000	0	392900	0	0	132	101	40	2	8945806.45	8382672.64	0	1	2.75	110	2.11	0	19	20269120.91	system	05:39.2	system	NULL	4
ICOOL Phan Chu Trinh	05D61380-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	23	24790500	24541500	249000	0	0	27855	0	65	45	20	1	5983870.97	8774733.67	0	7	4.5	90	1.67	0	12	9810750.36	system	06:09.3	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	54A5F691-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	4	117437400	115642035	580000	106275	1109090	225378	100000	300	235	72	5	14629032.26	26600899.39	0	35	4	310	2.48	0	29	74737481.35	system	06:39.3	system	NULL	4
ICOOL Tô Ký	A3A2DDA3-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	5	58236900	54810991	2814439	94720	516750	0	0	191	114	49	3	11574838.71	13410982.41	0	14	4.08	200	1.88	0	26	29825169.88	system	07:09.3	system	NULL	4
ICOOL Bình Phú	F50913B6-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	6	78379300	75760075	1618500	406385	594340	0	0	143	122	49	2	17732452.65	16411106.53	0	16	6.12	300	2.04	0	24	41616515.82	system	07:39.9	system	NULL	4
ICOOL D??ng Bá Tr?c	3E3FA3C7-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	7	132020501	127974761	2092000	437520	1516220	109300	0	189	212	78	6	13842110.84	27311997.13	0	26	3.95	308	3.39	0	23	86929953.03	system	08:09.3	system	NULL	4
ICOOL Nguy?n S?n	202488D9-142F-EA11-80DB-509A4C8C9FAC	04/01/2020	9	54145500	53746520	224100	0	174880	0	0	150	160	40	6	7985806.45	12660026.98	0	10	4.5	180	2.86	0	14	33100686.57	system	08:39.4	system	NULL	4
ICOOL Ung V?n Khiêm	6D6BA7DE-DC2F-EA11-80DB-509A4C8C9FAC	05/01/2020	1	154546300	153040460	539000	191350	775490	401930	0	445	242	86	13	22746618.1	35913673.21	0	44	4.65	400	2.46	0	35	94782098.69	system	00:27.3	system	NULL	4
ICOOL Thành Thái	472164EC-DC2F-EA11-80DB-509A4C8C9FAC	05/01/2020	10	79891000	78181600	691300	217760	800340	0	50000	290	245	72	9	19226739.58	13756470.92	0	58	4.96	357	3.13	0	23	45248389.5	system	00:50.4	system	NULL	4
ICOOL Nguy?n Trãi	60CC31FE-DC2F-EA11-80DB-509A4C8C9FAC	05/01/2020	11	28814100	28467970	139000	0	207130	0	0	87	79	30	5	6124583.23	5782544.75	0	19	5.67	170	1.88	0	16	16560842.02	system	01:20.2	system	NULL	4
ICOOL M?c ??nh Chi	56901910-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	12	60749600	59539255	852700	185625	172020	206840	0	138	132	48	11	14983870.97	10162732.9	0	42	6.25	300	2.29	0	21	34599491.13	system	01:50.3	system	NULL	4
ICOOL Tr?n Bình Tr?ng	EEF1FB21-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	13	8747000	8663000	84000	0	0	0	0	42	35	15	1	5290322.58	1610897.15	0	6	5.33	80	1.25	0	12	1761780.26	system	02:20.3	system	NULL	4
ICOOL Cách M?ng Tháng 8	E91EE133-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	14	66871000	50377462.5	16024100	84437.5	385000	0	0	164	134	54	11	16064516.13	10560761.77	0	15	5.74	310	1.93	0	28	23752184.6	system	02:50.3	system	NULL	4
ICOOL C?u Ch? Y	0EBCC545-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	16	12576100	12193415	249000	0	133685	0	0	48	41	16	2	4887096.77	2901865.75	0	4	4.38	70	1.33	0	12	4404452.48	system	03:20.3	system	NULL	4
ICOOL Nh? Thiên ???ng	15B4A857-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	17	19623500	18357935	863100	0	402465	0	0	55	34	15	3	8722580.65	4525059.83	0	1	11.33	170	0.94	0	16	5110294.52	system	03:50.3	system	NULL	4
ICOOL Tr?n Não	34F59669-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	18	85412800	83561530	1103700	348120	399450	513055	0	263	262	60	4	15387096.77	18366421.08	0	29	5.5	330	3	0	20	50321067.15	system	04:20.4	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	637B727B-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	19	22829300	22646420	0	14630	168250	0	0	75	85	32	6	3213331.23	4404489.73	0	28	3.75	120	2.29	0	14	15028599.04	system	04:50.4	system	NULL	4
ICOOL ??ng ?en	2C8F409F-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	22	26545000	26442460	0	0	102540	0	0	80	80	27	2	8945806.45	5691675.61	0	7	4.44	120	1.42	0	19	11804977.94	system	05:50.4	system	NULL	4
ICOOL Phan Chu Trinh	787A20B1-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	23	13895200	13646200	249000	0	0	0	0	53	18	14	1	5983870.97	5363083.37	0	3	6.43	90	1.17	0	12	2299245.66	system	06:20.4	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	71370DC3-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	4	104385100	101759215	2108800	366325	150760	58440	0	324	207	74	5	14629032.26	22838774.4	0	44	4	310	2.55	0	29	64349848.34	system	06:50.5	system	NULL	4
ICOOL Tô Ký	295DE9D4-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	5	57675400	55292872	1972993	210115	199420	0	0	165	116	41	1	11574838.71	14593682.97	0	18	4.88	200	1.58	0	26	29124350.32	system	07:20.5	system	NULL	4
ICOOL Bình Phú	C446D9E6-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	6	89089600	88052180	773000	264420	0	141145	0	162	113	53	7	17732452.65	19526370.32	0	26	5.66	300	2.21	0	24	50934502.03	system	07:50.5	system	NULL	4
ICOOL D??ng Bá Tr?c	1406B8F8-DD2F-EA11-80DB-509A4C8C9FAC	05/01/2020	7	98734000	93876940	3839000	84560	933500	440525	0	160	143	64	7	13842110.84	19181396.67	0	14	5.09	326	2.78	0	23	61293957.49	system	08:20.5	system	NULL	4
ICOOL Nguy?n S?n	E3F69F0A-DE2F-EA11-80DB-509A4C8C9FAC	05/01/2020	9	56959000	55036100	1637400	0	285500	0	0	147	150	41	7	7985806.45	13219792.2	0	30	4.15	170	2.93	0	14	33830501.35	system	08:50.6	system	NULL	4
ICOOL Ung V?n Khiêm	759EF310-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	1	101888400	98724490	788000	254050	2121860	424068	0	244	171	55	7	22746618.1	22548550.19	0	17	6.36	350	1.57	0	35	53853389.71	system	00:40.5	system	NULL	4
ICOOL Thành Thái	358ABD1D-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	10	72905900	71918795	668400	0	318705	372000	0	195	208	54	2	19226739.58	16433538.32	0	18	6.3	340	2.35	0	23	36630517.1	system	01:02.0	system	NULL	4
ICOOL Nguy?n Trãi	C45A912F-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	11	15459600	13710960	1539000	0	209640	0	0	38	72	17	0	6124583.23	2829776.63	0	1	7.65	130	1.06	0	16	4756600.14	system	01:31.9	system	NULL	4
ICOOL M?c ??nh Chi	B02B8541-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	12	70449600	67998975	527000	31375	1892250	371015	0	145	149	45	5	14983870.97	14353557.59	0	13	5.56	250	2.14	0	21	39032561.44	system	02:02.0	system	NULL	4
ICOOL Tr?n Bình Tr?ng	72D06E53-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	13	5190100	5148370	0	0	41730	0	0	24	34	13	3	5290322.58	947525.7	0	2	6.92	90	1.08	0	12	-1089478.28	system	02:32.1	system	NULL	4
ICOOL Cách M?ng Tháng 8	6A7E4065-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	14	61626800	47081400	14215400	0	330000	0	0	168	142	50	14	16064516.13	11028353.66	0	19	6.2	310	1.79	0	28	19988530.21	system	03:02.0	system	NULL	4
ICOOL C?u Ch? Y	609D2277-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	16	4630700	4579300	0	0	51400	0	0	18	11	7	1	4887096.77	1335892.39	0	1	12.86	90	0.58	0	12	-1643689.16	system	03:32.0	system	NULL	4
ICOOL Nh? Thiên ???ng	3BEE1089-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	17	15237100	14862090	111700	0	263310	0	0	43	38	15	0	8722580.65	3235941.15	0	4	9.33	140	0.94	0	16	2903568.2	system	04:02.0	system	NULL	4
ICOOL Tr?n Não	20E8F79A-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	18	73165200	72265635	442000	278345	179220	544249	0	181	208	46	4	15387096.77	16208533.78	0	23	5.87	270	2.3	0	20	41214253.44	system	04:32.1	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	6A70DAAC-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	19	15215900	15027230	31370	0	157300	0	100000	49	62	20	0	3213331.23	3244691.18	0	11	5	100	1.43	0	14	8669207.59	system	05:02.1	system	NULL	4
ICOOL ??ng ?en	CD349FD0-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	22	15320600	15189800	0	0	130800	0	0	51	52	19	0	8945806.45	3815375.87	0	6	4.74	90	1	0	19	2428617.68	system	06:02.1	system	NULL	4
ICOOL Phan Chu Trinh	75337FE2-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	23	19198500	18629750	437000	0	131750	0	100000	77	43	23	2	5983870.97	4756786.85	0	3	3.04	70	1.92	0	12	7989092.18	system	06:32.1	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	B5466BF4-A630-EA11-80DB-509A4C8C9FAC	06/01/2020	4	71260200	70314030	880000	66170	0	0	0	190	147	47	4	14629032.26	17826696.69	0	45	6	310	1.62	0	29	37858301.05	system	07:02.2	system	NULL	4
ICOOL Tô Ký	90654D06-A730-EA11-80DB-509A4C8C9FAC	06/01/2020	5	27420400	26314740	1105660	0	0	0	0	82	59	19	1	11574838.71	7710619.07	0	21	7.89	150	0.73	0	26	7029282.23	system	07:32.2	system	NULL	4
ICOOL Bình Phú	677A3218-A730-EA11-80DB-509A4C8C9FAC	06/01/2020	6	54231200	52639335	1066900	155365	369600	0	0	99	107	34	5	17732452.65	12141715.48	0	7	8.82	300	1.42	0	24	22765166.88	system	08:02.2	system	NULL	4
ICOOL D??ng Bá Tr?c	611A172A-A730-EA11-80DB-509A4C8C9FAC	06/01/2020	7	99634100	97071860	1327000	219230	1016010	79321	0	154	165	57	0	13842110.84	21723628.93	0	16	5.72	326	2.48	0	23	61585441.23	system	08:32.2	system	NULL	4
ICOOL Nguy?n S?n	747DF93B-A730-EA11-80DB-509A4C8C9FAC	06/01/2020	9	41419000	39959980	0	0	1459020	0	0	101	99	27	2	7985806.45	10543211.51	0	10	5.19	140	1.93	0	14	21430962.04	system	09:02.2	system	NULL	4
