name	id	date	cuahang_id	sum	total	mon	customer	bill	vat	phuphi	male	female	num_of_bill	complain	chiphi	goods	returns	customer_info	hour_per_bill	hours	tour	expense	room	profit	created_by	created_date	modified_by	modified_date	trangthai
ICOOL Ung V?n Khiêm	592CD133-1D4D-EB11-80FC-509A4C8C9FAC	02/01/2021	1	112470600	109179790	2526110	0	764700	0	0	325	195	72	2	25600000.01	24013547.92	0	38	4	350	2.06	0	35	59566242.07	system	08:59.4	system	NULL	4
ICOOL Thành Thái	60E538EC-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	10	86802200	83315642	3036823	93475	356260	0	0	207	180	55	6	20213348.39	14699332.78	0	22	0	1	1.96	0	28	48402960.83	system	06:59.2	system	NULL	4
ICOOL Nguy?n Trãi	6094C892-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	11	21787400	21176750	27090	0	583560	0	100000	46	63	20	0	6587311.84	5022249.75	1439000	11	8	160	1.25	0	16	11106188.41	system	04:29.2	system	NULL	4
ICOOL M?c ??nh Chi	A541FD6E-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	12	64421700	62348400	1439520	0	633780	233277	0	106	112	46	5	22741935.48	9363321.88	0	19	6	320	2.09	0	22	30476419.64	system	03:29.1	system	NULL	4
ICOOL Tr?n Bình Tr?ng	93570110-1D4D-EB11-80FC-509A4C8C9FAC	02/01/2021	13	35425100	32770661	2052769	0	601670	0	0	76	93	26	1	9345161.29	5631477.01	0	12	8.08	210	1.53	0	17	17794022.7	system	07:59.3	system	NULL	4
ICOOL Cách M?ng Tháng 8	92EE8C15-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	14	114404300	111632767.5	1588035	178647.5	1004850	0	200000	243	233	70	7	18661290.32	17774657.96	0	17	5	380	2.5	0	28	75396819.22	system	00:59.1	system	NULL	4
ICOOL C?u Ch? Y	BBA86927-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	16	22704400	22538140	0	0	166260	0	0	42	39	17	1	4903225.8	7417295.94	0	15	7	130	1.21	0	14	10217618.26	system	01:29.1	system	NULL	4
ICOOL Nh? Thiên ???ng	661E98B6-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	17	23739700	23427910	311790	0	0	0	0	56	39	24	1	10135483.88	3718450.58	0	4	7	170	1.5	0	16	9573975.54	system	05:29.3	system	NULL	4
ICOOL Tr?n Não	8454E521-1D4D-EB11-80FC-509A4C8C9FAC	02/01/2021	18	76672000	75036270	1635730	0	0	0	0	202	197	55	5	16096774.2	14059589.93	62681.26	32	5	320	2.75	0	20	44942587.13	system	08:29.3	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	C4CEA4A4-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	19	18982300	18525980	434000	22320	0	0	0	48	64	24	2	8090241.94	3477824.86	758200	2	11.67	280	1.5	0	16	7716113.2	system	04:59.2	system	NULL	4
ICOOL ??ng ?en	D31F5239-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	22	69281700	68011684.95	926499	343516.05	0	0	0	161	114	48	4	10775806.45	13386307.73	0	26	5	260	1.92	0	25	43849570.77	system	01:59.1	system	NULL	4
ICOOL Phan Chu Trinh	F22B6FC8-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	23	41440900	39953200	1202660	0	285040	0	0	72	51	28	5	8152338.71	8357885.01	0	8	5	150	2	0	14	23442976.28	system	05:59.2	system	NULL	4
ICOOL Phan Xích Long	89A056DA-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	24	81478800	78409660	1926510	0	1142630	0	0	183	162	49	7	14032258.06	15209393.25	359047.62	16	4.9	240	1.96	0	25	49527056.31	system	06:29.2	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	463C9757-1D4D-EB11-80FC-509A4C8C9FAC	02/01/2021	4	70862500	69110020	1230380	89100	433000	0	0	217	160	55	1	16209677.42	21714207.44	9063353	21	6	330	1.9	0	29	40249488.14	system	09:59.4	system	NULL	4
ICOOL Tô Ký	88261CFE-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	5	55071000	53337440	863300	0	870260	0	0	114	124	43	2	10919354.84	12655428.68	0	11	4	190	1.65	0	26	29762656.48	system	07:29.3	system	NULL	4
ICOOL Bình Phú	A8729C04-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	6	80920900	76986364	2835472	390864	708200	0	0	195	138	51	7	21487512.59	16164149.37	0	8	5	300	2.13	0	24	39334702.04	system	00:30.7	system	NULL	4
ICOOL D??ng Bá Tr?c	4AC2314B-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	7	68808000	66570570	2093200	0	144230	0	0	132	140	48	2	18865550.1	12612575.01	517692	30	6.67	320	2.09	0	23	35610136.89	system	02:29.1	system	NULL	4
ICOOL Nguy?n S?n	85B7D980-1C4D-EB11-80FC-509A4C8C9FAC	02/01/2021	9	29753400	28944220	380210	111010	317960	0	0	74	64	22	2	8019064.51	6424999.66	0	12	8	190	1.57	0	14	14500155.83	system	03:59.1	system	NULL	4
ICOOL Ung V?n Khiêm	FE7A7F5E-E64D-EB11-80FC-509A4C8C9FAC	03/01/2021	1	62716200	59157485	3102115	0	456600	0	0	175	99	37	5	25600000.01	12671565.48	0	15	8	320	1.06	0	35	20885919.51	system	08:59.8	system	NULL	4
ICOOL Thành Thái	6685E916-E64D-EB11-80FC-509A4C8C9FAC	03/01/2021	10	46335000	45770185	228755	0	336060	0	0	120	108	35	1	20213348.39	8353188.97	0	21	0	1	1.25	0	28	17203647.64	system	06:59.7	system	NULL	4
ICOOL Nguy?n Trãi	694B73BD-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	11	11371900	11371900	0	0	0	0	0	39	40	16	0	6587311.84	1322515.05	0	5	10	160	1	0	16	3462073.11	system	04:29.6	system	NULL	4
ICOOL M?c ??nh Chi	F67FAC99-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	12	44136800	43890450	150800	24300	71250	1215980	0	71	65	25	2	22741935.48	7825065	983609	15	12	300	1.14	0	22	15523038.52	system	03:29.6	system	NULL	4
ICOOL Tr?n Bình Tr?ng	913CAE3A-E64D-EB11-80FC-509A4C8C9FAC	03/01/2021	13	32888100	31575040	1151120	0	161940	222240	0	64	76	20	3	9345161.29	5923397.21	0	1	8.5	170	1.18	0	17	16528721.5	system	07:59.7	system	NULL	4
ICOOL Cách M?ng Tháng 8	AEC73C40-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	14	67371100	64174358	2657292	0	539450	0	0	175	146	52	13	18661290.32	11655251.31	170000	30	5	300	1.86	0	28	34027816.37	system	00:59.5	system	NULL	4
ICOOL C?u Ch? Y	AC991D52-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	16	8144300	8144300	0	0	0	0	0	21	15	9	1	4903225.8	3560680.8	0	7	13	120	0.64	0	14	-319606.6	system	01:29.5	system	NULL	4
ICOOL Nh? Thiên ???ng	4C443DE1-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	17	25177100	24742300	434800	0	0	0	0	57	43	22	0	10135483.88	5151520.34	0	6	8	180	1.38	0	16	9455295.78	system	05:29.7	system	NULL	4
ICOOL Tr?n Não	0C08954C-E64D-EB11-80FC-509A4C8C9FAC	03/01/2021	18	74023301	73327086	532715	0	163500	0	0	212	200	50	3	16096774.2	15657201.67	72500	23	6	320	2.5	0	20	41645610.13	system	08:29.8	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	DCE35DCF-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	19	22661600	22400320	49040	0	212240	0	0	69	63	25	1	8090241.94	3462494.18	0	1	11.2	280	1.56	0	16	10847583.88	system	04:59.7	system	NULL	4
ICOOL ??ng ?en	AF7B0B64-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	22	59303700	57687370	1117890	0	498440	492905	0	145	106	35	2	10775806.45	12900227.01	0	17	7	260	1.4	0	25	34504241.54	system	01:59.6	system	NULL	4
ICOOL Phan Chu Trinh	19481FF3-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	23	23638000	23414140	109610	0	114250	0	0	69	114	22	1	8152338.71	6566599	1648200	15	6	150	1.57	0	14	10343402.29	system	05:59.7	system	NULL	4
ICOOL Phan Xích Long	783A0505-E64D-EB11-80FC-509A4C8C9FAC	03/01/2021	24	63906100	55551435	8165370	51355	137940	0	0	161	101	40	5	14032258.06	12421217.38	0	16	6	240	1.6	0	25	29097959.56	system	06:29.7	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	E9FA4182-E64D-EB11-80FC-509A4C8C9FAC	03/01/2021	4	53003800	51683150	856550	27880	436220	0	80000	137	106	40	1	16209677.42	10695321.68	0	17	8	330	1.38	0	29	24858150.9	system	09:59.8	system	NULL	4
ICOOL Tô Ký	99CAC828-E64D-EB11-80FC-509A4C8C9FAC	03/01/2021	5	43687900	42794855	652745	145080	95220	0	0	100	89	34	0	10919354.84	10363966.16	0	14	5	180	1.31	0	26	21511534	system	07:29.7	system	NULL	4
ICOOL Bình Phú	53FB912E-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	6	69023200	67554920	1385800	0	82480	0	0	167	136	51	2	21487512.59	13600350.34	0	11	5	290	2.13	0	24	32467057.07	system	00:29.9	system	NULL	4
ICOOL D??ng Bá Tr?c	F96CE675-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	7	58570600	56241745	1971585	0	357270	0	0	109	105	37	4	18865550.1	11707209.68	36978	16	8.65	320	1.61	0	23	25705963.22	system	02:29.6	system	NULL	4
ICOOL Nguy?n S?n	7FEF8FAB-E54D-EB11-80FC-509A4C8C9FAC	03/01/2021	9	40892600	39140871	409289	0	1342440	0	0	109	85	27	7	8019064.51	9612062.21	0	14	6	180	1.93	0	14	21509744.28	system	03:59.6	system	NULL	4
ICOOL Ung V?n Khiêm	42AF2689-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	1	67097400	66052645	927105	0	117650	268470	0	191	128	43	2	25600000.01	15464753.25	0	18	7	320	1.23	0	35	25256361.74	system	09:00.2	system	NULL	4
ICOOL Thành Thái	738F9741-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	10	34468700	33578877	787133	0	102690	206180	0	117	99	33	2	20213348.39	7240583.89	0	8	9	311	1.18	0	28	6331124.72	system	07:00.2	system	NULL	4
ICOOL Nguy?n Trãi	1D3C23E8-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	11	9641400	9201055	440345	0	0	196050	0	24	29	8	1	6587311.84	1858882.1	0	3	16	130	0.5	0	16	950911.06	system	04:30.1	system	NULL	4
ICOOL M?c ??nh Chi	6B7D5AC4-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	12	50505000	49343380	946200	0	215420	170330	0	98	92	31	2	22741935.48	9770528.34	36978	11	8	260	1.41	0	22	17038224.18	system	03:30.0	system	NULL	4
ICOOL Tr?n Bình Tr?ng	403E5F65-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	13	13908000	13232180	279720	0	396100	0	0	44	25	12	1	9345161.29	2964516.34	0	3	13.33	160	0.71	0	17	922502.37	system	08:00.2	system	NULL	4
ICOOL Cách M?ng Tháng 8	18BCEA6A-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	14	60767000	58772855	1271445	0	722700	0	0	129	112	33	6	18661290.32	11163460.48	0	12	9	300	1.18	0	28	28948104.2	system	01:00.0	system	NULL	4
ICOOL C?u Ch? Y	AB10CE7C-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	16	7606300	7316300	290000	0	0	0	0	16	19	6	1	4903225.8	2916174.14	0	2	16	100	0.43	0	14	-503099.94	system	01:30.0	system	NULL	4
ICOOL Nh? Thiên ???ng	4C2BF20B-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	17	13185200	13185200	0	0	0	0	0	21	19	11	0	10135483.88	2846259.96	0	2	12	140	0.69	0	16	203456.16	system	05:30.2	system	NULL	4
ICOOL Tr?n Não	F0604277-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	18	67661900	65228995	1157045	0	1275860	106480	0	193	195	47	6	16096774.2	14912601.72	0	17	5	240	2.35	0	20	34326099.08	system	08:30.2	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	9DAE0CFA-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	19	4350300	4350300	0	0	0	0	0	15	12	8	0	8090241.94	734572.52	0	2	35	280	0.5	0	16	-4474514.46	system	05:00.1	system	NULL	4
ICOOL ??ng ?en	7958B58E-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	22	33376300	33042145	265160	68995	0	0	0	115	87	31	1	10775806.45	7526398.33	0	18	7	220	1.24	0	25	14739940.22	system	02:00.0	system	NULL	4
ICOOL Phan Chu Trinh	7531D01D-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	23	8824900	8796235	28665	0	0	0	0	29	20	8	0	8152338.71	1853953.33	0	4	13	110	0.57	0	14	-1210057.04	system	06:00.1	system	NULL	4
ICOOL Phan Xích Long	1FF9B52F-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	24	50358900	50008285	68065	69710	212840	0	0	138	118	42	6	14032258.06	9206720.96	0	11	5.71	240	1.68	0	25	26769305.98	system	06:30.2	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	1C1307AD-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	4	34172300	32959415	946215	0	266670	42500	0	101	72	28	2	16209677.42	7058270.67	0	8	11	330	0.97	0	29	9733966.91	system	10:00.4	system	NULL	4
ICOOL Tô Ký	400C7953-AF4E-EB11-80FC-509A4C8C9FAC	04/01/2021	5	23084900	21612095	538815	0	933990	0	0	38	45	16	0	10919354.84	5978156.63	0	9	8	140	0.62	0	26	4714583.53	system	07:30.2	system	NULL	4
ICOOL Bình Phú	0E662659-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	6	29713100	28889000	824100	0	0	0	0	56	32	18	2	21487512.59	6895640.67	0	5	11	210	0.75	0	24	505846.74	system	00:30.2	system	NULL	4
ICOOL D??ng Bá Tr?c	C8B999A0-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	7	56894300	55385340	712850	110750	685360	0	300000	115	100	39	6	18865550.1	11591067.35	0	17	8.21	320	1.7	0	23	25228722.55	system	02:30.1	system	NULL	4
ICOOL Nguy?n S?n	BD0E42D6-AE4E-EB11-80FC-509A4C8C9FAC	04/01/2021	9	26327300	24631824	604206	0	1091270	0	0	73	57	19	2	8019064.51	6214916.14	0	4	7	150	1.36	0	14	10397843.35	system	04:00.1	system	NULL	4
ICOOL Ung V?n Khiêm	C91F1AB7-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	1	70358600	67598435	182315	0	2577850	0	0	254	69	49	4	25600000.01	15309813.64	0	18	6	320	1.4	0	35	26688621.35	system	09:06.2	system	NULL	4
ICOOL Thành Thái	3D28816F-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	10	47409200	46065120	892600	0	451480	0	200000	156	99	39	4	20213348.39	10185161.18	151655.36	10	9	355	1.39	0	28	16018265.79	system	07:06.0	system	NULL	4
ICOOL Nguy?n Trãi	18071616-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	11	21743700	21409795	333905	0	0	0	0	60	59	17	2	6587311.84	4604864.96	0	13	7	120	1.06	0	16	10217618.2	system	04:36.0	system	NULL	4
ICOOL M?c ??nh Chi	F2204DF2-774F-EB11-80FC-509A4C8C9FAC	05/01/2021	12	66519700	65064600	919800	0	535300	470400	0	144	92	39	4	22741935.48	14353521.16	36978	13	6	260	1.77	0	22	28476521.36	system	03:36.0	system	NULL	4
ICOOL Tr?n Bình Tr?ng	D15A4B93-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	13	17832000	16630520	1071100	0	130380	0	0	56	50	19	5	9345161.29	1972441.33	0	5	8.95	170	1.12	0	17	5312917.38	system	08:06.1	system	NULL	4
ICOOL Cách M?ng Tháng 8	CCEBD998-774F-EB11-80FC-509A4C8C9FAC	05/01/2021	14	85401800	81536195	3182905	0	682700	234315	0	184	161	55	3	18661290.32	18223859.15	1911000	18	5	320	1.96	0	28	46796360.53	system	01:05.9	system	NULL	4
ICOOL C?u Ch? Y	0E78B5AA-774F-EB11-80FC-509A4C8C9FAC	05/01/2021	16	7133200	6961200	172000	0	0	0	0	19	24	8	0	4903225.8	1453834.4	0	5	13	110	0.57	0	14	604139.8	system	01:35.9	system	NULL	4
ICOOL Nh? Thiên ???ng	8552D539-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	17	22100400	21381645	124855	0	593900	152750	0	66	38	16	0	10135483.88	4842370.22	0	2	8	140	1	0	16	6556540.9	system	05:36.0	system	NULL	4
ICOOL Tr?n Não	38AA30A5-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	18	68679800	67573220	1106580	0	0	498000	0	175	153	39	4	16096774.2	16245996.17	135962.52	15	6	270	1.95	0	20	35864412.15	system	08:36.1	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	80B0F027-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	19	16149500	15884950	0	0	264550	137100	0	52	36	19	3	8090241.94	3346150.91	0	0	14.74	280	1.19	0	16	4585657.15	system	05:06.0	system	NULL	4
ICOOL ??ng ?en	ED76A1BC-774F-EB11-80FC-509A4C8C9FAC	05/01/2021	22	32079500	30885270	506700	0	687530	0	0	109	71	33	3	10775806.45	6764660.52	93384	10	6	220	1.32	0	25	13438187.03	system	02:05.9	system	NULL	4
ICOOL Phan Chu Trinh	CECBB54B-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	23	20417400	19131650	872310	0	413440	0	0	55	33	17	1	8152338.71	4370278.01	0	8	7	120	1.21	0	14	6609033.28	system	06:06.0	system	NULL	4
ICOOL Phan Xích Long	9D729E5D-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	24	58996700	56951285	1243825	0	801590	0	0	155	111	43	8	14032258.06	11516462.49	0	18	5.58	240	1.72	0	25	31402564.45	system	06:36.0	system	NULL	4
ICOOL Xô Vi?t Ngh? T?nh	9303DADA-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	4	46203600	45363395	840205	0	0	212900	0	122	90	35	0	16209677.42	11185937.1	0	12	9	330	1.21	0	29	18180680.48	system	10:06.1	system	NULL	4
ICOOL Tô Ký	920F6A81-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	5	21940600	21358725	333355	0	248520	0	0	56	60	19	0	10919354.84	5293063.1	0	2	7	150	0.73	0	26	5146307.06	system	07:36.1	system	NULL	4
ICOOL Bình Phú	7CD9F286-774F-EB11-80FC-509A4C8C9FAC	05/01/2021	6	40067400	36749870	1287400	34450	1995680	0	0	118	61	26	1	21487512.59	9188447.65	0	5	8	210	1.08	0	24	6073909.76	system	00:35.9	system	NULL	4
ICOOL D??ng Bá Tr?c	1BD083CE-774F-EB11-80FC-509A4C8C9FAC	05/01/2021	7	84039800	79230405	959330	388025	3462040	0	0	165	143	48	5	18865550.1	17324118.01	0	21	6.67	320	2.09	0	23	43040736.89	system	02:35.9	system	NULL	4
ICOOL Nguy?n S?n	E2C62A04-784F-EB11-80FC-509A4C8C9FAC	05/01/2021	9	31215400	30336600	878800	0	0	312280	0	86	71	25	4	8019064.51	7455003.15	0	2	6	160	1.79	0	14	15174812.34	system	04:05.9	system	NULL	4
ICOOL Ung V?n Khiêm	84E854E3-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	1	103485900	98376834.5	1836314	520691.5	2752060	130200	0	301	172	64	6	25600000.01	21653980.81	23500	19	5	320	1.83	0	35	51276553.68	system	09:09.2	system	NULL	4
ICOOL Thành Thái	E15B4C9C-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	10	80995000	76931343	4063657	0	0	514390	0	223	160	40	5	20213348.39	17076085.41	0	3	8	356	1.43	0	28	40156299.2	system	07:10.0	system	NULL	4
ICOOL Nguy?n Trãi	A6644A42-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	11	11344000	11000120	112040	0	231840	150740	0	36	24	12	0	6587311.84	5518055.96	3106815.89	6	9	110	0.75	0	16	2152308.09	system	04:39.0	system	NULL	4
ICOOL M?c ??nh Chi	7C3F7C1E-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	12	53387900	52555675	399805	0	432420	526850	0	100	96	34	7	22741935.48	10392369.19	0	17	7	260	1.55	0	22	19948220.33	system	03:38.9	system	NULL	4
ICOOL Tr?n Bình Tr?ng	D35D89BF-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	13	28071100	26802655	1038925	0	229520	0	1030000	63	58	21	6	9345161.29	6071588.34	0	4	8.1	170	1.24	0	17	12415905.37	system	08:09.1	system	NULL	4
ICOOL Cách M?ng Tháng 8	29450BC5-4050-EB11-80FC-509A4C8C9FAC	06/01/2021	14	62110900	58452350	2090850	0	1567700	0	0	119	95	37	4	18661290.32	10779338.15	0	12	8	320	1.32	0	28	29011721.53	system	01:08.9	system	NULL	4
ICOOL C?u Ch? Y	8094FED6-4050-EB11-80FC-509A4C8C9FAC	06/01/2021	16	12549500	11344600	1096000	0	108900	0	495000	30	29	11	1	4903225.8	2229575.2	0	3	9	100	0.79	0	14	4706799	system	01:39.0	system	NULL	4
ICOOL Nh? Thiên ???ng	63131166-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	17	12112700	11554637	151660	134513	271890	255575	0	25	18	10	0	10135483.88	2650189.46	218425	2	13	130	0.63	0	16	-757036.34	system	05:39.0	system	NULL	4
ICOOL Tr?n Não	3B8072D1-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	18	54426100	53994243	98857	0	333000	499820	0	152	149	43	10	16096774.2	12673671.2	273500	19	5	220	2.15	0	20	25997117.6	system	08:39.2	system	NULL	4
ICOOL Nguy?n Tri Ph??ng	95362D54-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	19	14293200	13396030	797600	0	99570	0	0	42	39	18	1	8090241.94	2513177.29	0	6	15.56	280	1.13	0	16	2792610.77	system	05:09.0	system	NULL	4
ICOOL ??ng ?en	24DED8E8-4050-EB11-80FC-509A4C8C9FAC	06/01/2021	22	34247600	33482865	476155	0	288580	107703	0	113	85	33	10	10775806.45	6971499.23	0	11	6	220	1.32	0	25	15843262.32	system	02:09.0	system	NULL	4
ICOOL Phan Chu Trinh	02A3F377-4150-EB11-80FC-509A4C8C9FAC	06/01/2021	23	21124500	19824900	1087650	0	211950	0	0	59	54	21	3	8152338.71	4352653.01	0	2	5.24	110	1.5	0	14	7319908.28	system	06:09.0	system	NULL	4
